,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_latitude,min_pri_longitude,min_sec_latitude,min_sec_longitude,min_other_latitude,min_other_longitude
488,435132471,Unit 2508/33 Rose Lane,Melbourne,3000,465,Apartment,2,1,0,0,N,-37.81545214,144.95408105,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
489,435132451,Unit 2504/568 Collins St,Melbourne,3000,550,Apartment,2,2,0,0,N,-37.81846898,144.95547106,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
491,429034434,2105/39 Lonsdale Street,Melbourne,3000,440,Apartment,2,1,0,0,Y,-37.80991935,144.97110119,-37.80205,144.96951,-37.87323,144.98349,-37.80784,144.9848
492,435114575,1605B/639 Little Lonsdale Street,Melbourne,3000,580,Apartment,1,1,0,0,N,-37.81422603,144.95247795,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
494,431599654,4808/639 little Lonsdale Street,Melbourne,3000,690,Apartment,2,2,1,0,N,-37.81130418,144.96179097,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
495,435114319,304/160  Little Lonsdale Street,Melbourne,3000,500,House,2,1,0,0,N,-37.80957006,144.96719965,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
496,419776094,604/268 Flinders Street,Melbourne,3000,290,Studio,1,1,0,0,N,-37.817606,144.965626,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
497,434902703,511/547 Flinders Lane,Melbourne,3000,360,Apartment,1,1,0,0,N,-37.819944,144.955791,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
498,434900955,812/233 Collins Street,Melbourne,3000,450,Apartment,2,1,0,0,Y,-37.81588896,144.96598389,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
499,435108767,5905/568 Collins Street,Melbourne,3000,580,Apartment,2,1,0,0,Y,-37.81846898,144.95547106,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
500,435111415,609/16 Liverpool Street,Melbourne,3000,450,Apartment,1,1,0,0,Y,-37.8111063,144.97146987,-37.80205,144.96951,-38.01399,145.17547,-37.80784,144.9848
501,423701346,615/268 Flinders street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.817365,144.965678,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
503,435103971,3506/350 queen street,Melbourne,3000,800,Apartment,2,2,0,0,Y,-37.81043704,144.95889869,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
504,433274914,1701/462 Elizabeth Street,Melbourne,3000,720,Apartment,2,2,0,0,Y,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
505,435101795,205/442 Elizabeth Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80834504,144.9607299,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
506,435105219,1703/127 A'Beckett St,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80975806,144.95970282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
507,435101367,805/318 Little Lonsdale Street,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.81161166,144.96033161,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
508,404361478,602/593 Elizabeth Street,Melbourne,3000,290,Apartment,1,1,0,0,N,-37.804474,144.958203,-37.79873,144.95064,-37.80597,144.95288,-37.80519,144.95509
511,435055495,3405/483 Swanston Street,Melbourne,3000,550,Apartment,2,1,1,0,N,-37.80721793,144.96233577,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
512,435052759,53/33 Latrobe Street,Melbourne,3000,700,Apartment,3,2,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
513,435042879,1105/22 Jane Bell Lane,Melbourne,3000,620,Apartment,2,1,1,0,N,-37.8101513,144.96621802,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
514,435042603,1907/181 ABeckett Street,Melbourne,3000,395,Studio,1,1,0,1,Y,-37.81017856,144.9582146,-37.79873,144.95064,-37.74119,144.94274,-37.80519,144.95509
515,435023971,3507/200 Spencer Street,Melbourne,3000,640,Apartment,2,2,1,0,Y,-37.81630028,144.95316801,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
516,435096703,2911/371 Little Lonsdale Street,Melbourne,3000,750,Apartment,2,2,1,0,N,-37.81181276,144.96105113,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
518,430166642,3X09/33 Rose Lane,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.81545214,144.95408105,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
520,418031354,4304/483 Swanston Street,Melbourne,3000,770,Apartment,2,1,1,0,Y,-37.807249,144.962167,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
521,426942870,1003/270 King Street,Melbourne,3000,560,Apartment,2,2,1,0,N,-37.813723,144.954929,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
522,435087531,3005/371 Little Lonsdale Street,Melbourne,3000,550,Apartment,1,1,0,0,N,-37.81181276,144.96105113,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
523,435087119,2002/25 Wills Street,Melbourne,3000,430,Apartment,1,1,0,0,N,-37.81074258,144.95699695,-37.79873,144.95064,-37.74119,144.94274,-37.81654,144.95615
524,435086659,1006/639 LITTLE BOURKE STREET,Melbourne,3000,395,Apartment,1,1,0,0,N,-37.81602907,144.95354481,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
525,425281422,615/268 Flinders Street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.817365,144.965678,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
526,435083503,1712/8 Downie Street,Melbourne,3000,550,Apartment,1,1,1,0,Y,-37.82055509,144.95602546,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
527,435079183,1008/23 MacKenzie,Melbourne,3000,650,Apartment,2,2,0,0,N,-37.80753655,144.96732789,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
528,429232706,2304/33 Mackenzie Street,Melbourne,3000,600,Apartment,2,2,0,0,N,-37.80768181,144.96683064,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
530,435072303,202/601 Little Collins Street,Melbourne,3000,500,Apartment,2,1,0,1,N,-37.81792831,144.95483925,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
533,433597614,305/238 Flinders street,Melbourne,3000,320,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
534,421537150,1104/268 Flinders Street,Melbourne,3000,310,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
535,433844395,716/268 Flinders Street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
536,435075275,1801/8 Downie Street,Melbourne,3000,450,Apartment,2,1,0,0,N,-37.82055509,144.95602546,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
537,435070699,501/19 Exploration Lane,Melbourne,3000,375,Studio,1,1,0,0,Y,-37.80894686,144.96808024,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
538,435069375,1708/60 A'Beckett Street,Melbourne,3000,800,Apartment,2,2,0,0,N,-37.80887752,144.96155727,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
539,434860355,2708/80 A'Beckett Street,Melbourne,3000,620,Apartment,2,2,1,0,N,-37.80903594,144.96105282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
540,434857243,518/660 Elizabeth Street,Melbourne,3000,238,Studio,0,1,0,0,N,-37.80285246,144.95838191,-37.79873,144.95064,-37.80597,144.95288,-37.80384,144.95494
543,435067207,Unit 1201/555 Flinders St,Melbourne,3000,430,Apartment,2,1,1,0,N,-37.82145164,144.95564585,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
544,435067455,Unit 913/39 Lonsdale St,Melbourne,3000,420,Apartment,2,1,0,0,N,-37.80991935,144.97110119,-37.80205,144.96951,-37.87323,144.98349,-37.80784,144.9848
545,435067435,428/118 Franklin Street,Melbourne,3000,325,Apartment,1,1,0,0,N,-37.80835728,144.95900848,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
546,435058883,1311/228 La Trobe Street,Melbourne,3000,630,Apartment,1,1,0,0,Y,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
547,435058147,2910/668 Bourke Street,Melbourne,3000,590,Apartment,2,1,1,0,N,-37.8166019,144.95420038,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
548,435054179,233 Collins Street,Melbourne,3000,470,Apartment,2,1,0,0,Y,-37.81588896,144.96598389,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
549,409681431,522/268 Flinders Street,Melbourne,3000,300,Studio,1,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
550,434840275,1006/117 Berkeley Street,Melbourne,3000,308,Apartment,2,1,0,0,N,-37.80285246,144.95838191,-37.79873,144.95064,-37.80597,144.95288,-37.80384,144.95494
551,435043699,902/138 Spencer St,Melbourne,3000,700,Apartment,2,2,0,1,N,-37.81743491,144.95364626,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
553,435040563,1303/371 Little Lonsdale Street,Melbourne,3000,680,Apartment,2,2,0,0,N,-37.81181276,144.96105113,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
554,435037227,4703/157 A'Bekcett Street,Melbourne,3000,650,Apartment,1,1,0,1,N,-37.81012056,144.95875235,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
556,435040583,Unit 1402/560 Lonsdale St,Melbourne,3000,595,Apartment,2,1,0,0,N,-37.81396911,144.95565289,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
558,435030643,5612/370 Queen Street,Melbourne,3000,800,Apartment,2,2,0,0,N,-37.81012056,144.95875235,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
559,435029491,4610/371 Little Lonsdale Street,Melbourne,3000,700,Apartment,2,2,0,0,N,-37.81181276,144.96105113,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
560,425012338,1210/268 Flinders Street,Melbourne,3000,310,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
562,435017127,4705/135 A'beckett Street,Melbourne,3000,680,Apartment,2,1,0,0,Y,-37.80975806,144.95970282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
563,435019367,705A/651-669 Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,1,N,-37.81537888,144.95273985,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
564,431378706,713/555 Swanston Street,Melbourne,3000,590,Apartment,2,2,0,0,N,-37.80570028,144.96245502,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
565,433359086,208/268 Flinders St,Melbourne,3000,250,Unit,1,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
566,433735879,702/582 St Kilda Road,Melbourne,3000,750,Apartment,2,2,2,1,N,-37.84920896,144.97982017,-37.84883,144.98214,-37.84883,144.98214,-37.84977,144.98231
567,434995959,303/253 Franklin Street,Melbourne,3000,500,Apartment,2,1,0,0,N,-37.8095502,144.95662008,-37.79873,144.95064,-37.74119,144.94274,-37.80519,144.95509
568,428525990,5/181 Franklin Street,Melbourne,3000,550,Apartment,2,1,1,0,N,-37.8090958,144.95827598,-37.79873,144.95064,-37.74119,144.94274,-37.80519,144.95509
569,409142971,804/268 Flinders Street,Melbourne,3000,300,Studio,1,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
570,432436746,6306/639 Little Lonsdale St,Melbourne,3000,630,Apartment,2,1,1,0,N,-37.81422603,144.95247795,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
571,434977943,1110/22-24 Jane Bell Lane,Melbourne,3000,480,Apartment,1,1,1,0,N,-37.8101513,144.96621802,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
572,433713027,1120/268 Flinders Street,Melbourne,3000,310,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
573,434976191,1608/39 Lonsdale Street,Melbourne,3000,480,Apartment,2,1,0,0,Y,-37.80991935,144.97110119,-37.80205,144.96951,-37.87323,144.98349,-37.80784,144.9848
574,413919855,2804/220 Spencer Street,Melbourne,3000,350,Apartment,1,1,0,0,N,-37.81558374,144.95307424,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
575,434972887,1207/268 Flinders Street,Melbourne,3000,300,Apartment,1,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
577,434962731,1903/462 Elizabeth St,Melbourne,3000,490,Apartment,1,1,0,0,N,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
578,434958815,802/68-86 La Trobe Street,Melbourne,3000,750,Apartment,2,2,1,0,Y,-37.80851969,144.96674032,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
579,432406678,1408/181 A’Beckett Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81017856,144.9582146,-37.79873,144.95064,-37.74119,144.94274,-37.80519,144.95509
580,434954163,2610/265 Exhibition Street,Melbourne,3000,1000,Apartment,3,2,2,0,N,-37.8095248,144.96911453,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
581,423830538,16/153 La Trobe Street,Melbourne,3000,650,Townhouse,2,1,1,0,N,-37.809128,144.967486,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
582,434939931,307/25-33 Wills Street,Melbourne,3000,518,Apartment,1,1,0,0,Y,-37.81074258,144.95699695,-37.79873,144.95064,-37.74119,144.94274,-37.81654,144.95615
583,431131966,402/9 Degraves Street,Melbourne,3000,520,Apartment,2,1,0,0,N,-37.81757934,144.96577047,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
584,431117014,904/268 Flinders street,Melbourne,3000,300,Studio,0,1,0,0,N,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
585,434722863,1012/339 Swanston St,Melbourne,3000,370,Unit,2,1,0,0,N,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
586,434452415,236 La Trobe Street,Melbourne,3000,520,Studio,0,1,0,0,Y,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
587,434918191,Unit 4712/80 A'beckett St,Melbourne,3000,545,Apartment,2,1,0,0,N,-37.80903594,144.96105282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
588,434911535,1711/620 Collins Street,Melbourne,3000,540,Apartment,2,1,1,0,N,-37.81876804,144.95443126,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
589,434916499,110/133 Bourke Street,Melbourne,3000,1155,Apartment,1,1,1,0,Y,-37.8142785,144.96305293,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
590,434915987,110/250 Elizabeth Street,Melbourne,3000,1085,Apartment,1,1,1,0,Y,-37.81267859,144.96273251,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
591,434909431,1706/200 Spencer Street,Melbourne,3000,854,Apartment,1,1,1,0,Y,-37.81630028,144.95316801,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
592,434899895,Unit 1504/33 Mackenzie St,Melbourne,3000,570,Apartment,2,2,0,0,N,-37.80768181,144.96683064,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
593,415900429,1111/408 Lonsdale Street,Melbourne,3000,400,Apartment,2,1,0,0,Y,-37.812442,144.960326,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
595,431276018,1032/43 Therry Street,Melbourne,3000,310,Apartment,0,1,0,0,Y,-37.80778257,144.9609581,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
596,434683103,639 Lonsdale Street,Melbourne,3000,950,Apartment,3,2,0,0,Y,-37.81508266,144.95330845,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
597,427671714,5901/462 Elizabeth St,Melbourne,3000,650,Apartment,2,2,0,0,N,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
598,430030690,2609/500 Elizabeth Street,Melbourne,3000,410,Apartment,1,1,0,0,N,-37.80723593,144.96022013,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
599,434879643,1214/555 Flinders Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.82145164,144.95564585,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
601,434866099,5105/568 Collins Street,Melbourne,3000,650,Apartment,2,1,0,0,Y,-37.81846898,144.95547106,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
602,432974966,2405/483 Swanston street,Melbourne,3000,490,Apartment,1,1,0,1,N,-37.80721793,144.96233577,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
603,421172258,416/268 Flinders Street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
604,422540250,1116/268 Flinders Street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.81776407,144.96564753,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
605,434804495,5303/560 Lonsdale Street,Melbourne,3000,750,Apartment,2,2,0,0,N,-37.81396911,144.95565289,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
607,434833719,3202/462 Elizabeth Street,Melbourne,3000,780,Apartment,2,2,0,0,Y,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
608,434831043,3801/220 Spencer Street,Melbourne,3000,520,Apartment,2,1,0,0,N,-37.81558374,144.95307424,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
609,424352194,1002/268 Flinders Street,Melbourne,3000,380,Apartment,1,1,0,0,Y,-37.817365,144.965678,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
610,416957454,1001/315 La Trobe Street,Melbourne,3000,460,Apartment,2,1,0,0,N,-37.810784,144.959915,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
611,434801327,500/18 Russell Place,Melbourne,3000,530,Apartment,1,1,0,0,Y,-37.81349237,144.96738376,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
612,434541275,80 A'beckett Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.80903594,144.96105282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
613,434734411,806/238 Flinders street,Melbourne,3000,295,Apartment,1,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
614,434521571,4202/33 rose lane,Melbourne,3000,650,Apartment,2,1,0,0,N,-37.81545214,144.95408105,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
615,425206494,307/65 Elizabeth Street,Melbourne,3000,295,Studio,0,1,0,0,Y,-37.816841,144.964046,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
616,434696739,500 FLINDERS STREET,Melbourne,3000,350,Studio,0,1,0,0,N,-37.8200193,144.9578273,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
617,430883430,1305/280 Spencer Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81395081,144.95207836,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
618,424651246,208A/441 Lonsdale Street,Melbourne,3000,300,Studio,0,1,0,0,Y,-37.813456,144.95944,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
620,431705822,3712/134-160 Spencer Street,Melbourne,3000,750,Apartment,2,2,0,0,N,-37.81743491,144.95364626,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
621,434426767,305/339 Swanston Street,Melbourne,3000,280,Apartment,1,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
623,434597095,207/238-244 Flinders Lane,Melbourne,3000,500,Apartment,1,1,0,0,Y,-37.81663573,144.9660201,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
624,434553799,L34/452 Elizabeth St,Melbourne,3000,680,Apartment,2,1,0,0,Y,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
625,434553807,L37/452 Elizabeth St,Melbourne,3000,680,Apartment,2,1,0,0,Y,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
626,434553795,L44/22-24 Jane Bell Lane,Melbourne,3000,660,Apartment,2,1,0,0,Y,-37.8101513,144.96621802,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
627,434553815,L45/228 La Trobe St,Melbourne,3000,620,Apartment,1,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
628,434553803,L44/81 A'beckett Street,Melbourne,3000,610,Apartment,2,1,0,0,Y,-37.80937409,144.96120621,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
629,434554035,L11/452 Elizabeth Street,Melbourne,3000,530,Apartment,1,1,0,0,Y,-37.80787113,144.9605113,-37.80205,144.96951,-37.80597,144.95288,-37.80519,144.95509
632,434257171,1505/483 swanston street,Melbourne,3000,620,Apartment,2,1,0,0,Y,-37.80721793,144.96233577,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
633,434432879,7108/228 La Trobe Street,Melbourne,3000,780,Apartment,2,1,0,0,Y,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
634,434402307,99 Franklin Street,Melbourne,3000,590,Serviced Apartment,0,1,0,1,Y,-37.8081383,144.96126695,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
635,434413971,4916/228 La Trobe Street,Melbourne,3000,900,Apartment,2,2,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
636,434415759,1502/157 A'Beckett Street,Melbourne,3000,800,Apartment,2,2,0,0,N,-37.81012056,144.95875235,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
637,434416295,6802/228 La Trobe Street,Melbourne,3000,780,Apartment,2,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
639,434357531,5920/228 La Trobe Street,Melbourne,3000,650,Apartment,1,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
640,434091507,3809 /33 rose lane,Melbourne,3000,650,Apartment,2,2,0,0,N,-37.81545214,144.95408105,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
642,434278515,99 Franklin Street,Melbourne,3000,439,Studio,0,1,0,1,Y,-37.8081383,144.96126695,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
643,430573946,2007/568 Collins Street,Melbourne,3000,585,Apartment,2,2,1,0,N,-37.81846898,144.95547106,-37.82935,144.9535,-37.74119,144.94274,-37.81654,144.95615
644,433947467,2202/371 Little Lonsdale Street,Melbourne,3000,680,Apartment,2,2,0,0,N,-37.81181276,144.96105113,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
645,433938423,220 Spencer Street,Melbourne,3000,650,Apartment,2,2,0,0,Y,-37.81558374,144.95307424,-37.81271,144.94055,-37.74119,144.94274,-37.81654,144.95615
646,434041599,4708/228 La Trobe Street,Melbourne,3000,750,Apartment,2,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
647,434035955,1602/228 La Trobe Street,Melbourne,3000,700,Apartment,2,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
648,433998875,7305/228 La Trobe Street,Melbourne,3000,900,Apartment,2,2,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
649,429535798,4409/228 La Trobe Street,Melbourne,3000,750,Apartment,2,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
650,433906175,5907/228 La Trobe Street,Melbourne,3000,600,Apartment,1,1,0,0,N,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
651,433422198,1406/80 A'Beckett Street,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.80903594,144.96105282,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
652,433605462,1902/228 Latrobe Street,Melbourne,3000,750,Apartment,2,1,0,0,Y,-37.80977208,144.96246014,-37.80205,144.96951,-38.01399,145.17547,-37.80519,144.95509
653,431255158,4/15-19 Anthony Street,Melbourne,3000,1500,Apartment,4,3,0,0,N,-37.80914488,144.95890346,-37.80205,144.96951,-37.74119,144.94274,-37.80519,144.95509
654,426283834,201/302 Little Lonsdale St,Melbourne,3000,600,Apartment,3,1,0,0,Y,-37.811512,144.960504,-37.80205,144.96951,-37.74119,144.94274,-37.81654,144.95615
656,433422786,3 BEDROOM APARTMENT/339  Swanston Street,Melbourne,3000,425,Apartment,3,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
657,433425162,2 BEDROOM APARTMENT/238 Flinders Street,Melbourne,3000,417,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
658,433425226,2 BDRM LARGE/238 Flinders Street,Melbourne,3000,417,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
659,433422690,2 BEDROOM APARTMENT/339  Swanston Street,Melbourne,3000,370,Apartment,2,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
660,433425014,1 BDRM TWIN/238 Flinders Street,Melbourne,3000,338,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
661,433421706,1 BDRM CONVERTIBLE/339  Swanston Street,Melbourne,3000,330,Apartment,1,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
662,433422278,1 BDRM TWIN/339 Swanston Street,Melbourne,3000,330,Apartment,1,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
663,433422574,1 BEDROOM LARGE/339  Swanston Street,Melbourne,3000,275,Apartment,0,1,0,0,Y,-37.81034757,144.96389127,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
664,433424954,STUDIO TWIN/238 Flinders Street,Melbourne,3000,269,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
665,433423402,STUDIO DBL APARTMENT/238 Flinders Street,Melbourne,3000,269,Apartment,0,1,0,0,Y,-37.81751673,144.9664983,-37.80205,144.96951,-38.01399,145.17547,-37.81654,144.95615
