,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_latitude,min_pri_longitude,min_sec_latitude,min_sec_longitude,min_other_latitude,min_other_longitude
10413,415518471,6A Llewellyn Street,Beaumaris,3193,550,Townhouse,2,2,2,0,N,-37.973517,145.052545,-37.96861,145.05463,-37.98018,145.0535,-37.94336,145.0568
10414,434712631,7 Bonanza Road,Beaumaris,3193,2000,House,5,3,4,0,N,-37.980533,145.051775,-37.98199,145.04104,-37.98018,145.0535,-37.94336,145.0568
10415,435045651,8/70 Beach Road,Mentone,3194,320,Apartment,1,1,1,0,N,-37.9885625,145.05989841,-37.98938,145.06346,-37.82918,145.08037,-38.01399,145.09669
10416,434838159,1/109 Collins Street,Mentone,3194,1280,Townhouse,4,3,2,0,N,-37.980137,145.066496,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10417,434938771,15/42-44 Bourke Street,Mentone,3194,530,Unit,3,1,1,0,N,-37.97497324,145.05664754,-37.96861,145.05463,-37.98018,145.0535,-37.94336,145.0568
10418,434711399,9/34-36 Venice Street,Mentone,3194,460,Unit,2,1,1,0,N,-37.98602188,145.063747,-37.98938,145.06346,-37.98415,145.06571,-38.01399,145.09669
10419,435142055,12/30 Swanston Street,Mentone,3194,320,Apartment,1,1,1,0,N,-37.97842302,145.06638173,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10420,435141211,2/6 Neville Street,Mentone,3194,370,Unit,2,1,1,0,N,-37.97870204,145.0698082,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10421,434934507,5/5 Childers St,Mentone,3194,315,Unit,1,1,1,0,N,-37.98253145,145.06750451,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10422,434931779,1/5-7 Wakool Avenue,Mentone,3194,385,Unit,2,1,1,0,N,-37.9824577,145.05369369,-37.98938,145.06346,-37.98018,145.0535,-37.94336,145.0568
10423,431533938,3/26 Bourke Street,Mentone,3194,400,Unit,1,1,1,0,N,-37.97665235,145.05636779,-37.96861,145.05463,-37.98018,145.0535,-37.94336,145.0568
10424,435030547,24 Streeton Drive,Mentone,3194,670,Townhouse,3,2,2,0,N,-37.97557524,145.07055705,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10425,435130791,503/7 Balcombe Road,Mentone,3194,480,Apartment,2,2,1,0,N,-37.9821337,145.07055441,-37.98357,145.07016,-37.98415,145.06571,-37.94336,145.0568
10426,435130639,6/30 Collins Street,Mentone,3194,420,Unit,2,1,1,0,N,-37.97935709,145.05696825,-37.96861,145.05463,-37.98018,145.0535,-37.94336,145.0568
10427,435124711,23/12-14 Venice Street,Mentone,3194,350,Unit,1,1,0,0,N,-37.98576958,145.06170261,-37.98938,145.06346,-37.82918,145.08037,-37.94336,145.0568
10428,435123607,508/7 Balcombe Rd,Mentone,3194,350,Apartment,1,1,1,0,N,-37.9821337,145.07055441,-37.98357,145.07016,-37.98415,145.06571,-37.94336,145.0568
10429,435120819,3/82 Lower Dandenong Road,Mentone,3194,430,Unit,2,1,1,0,N,-37.9836713,145.08643279,-37.98711,145.08824,-37.9903,145.0935,-38.01399,145.09669
10430,435018851,1/7 Como Parade East,Mentone,3194,325,Unit,1,1,3,0,N,-37.9838695,145.06703876,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10431,434912219,23 Chicquita Circuit,Mentone,3194,590,Townhouse,3,2,1,0,N,-37.9794864,145.0763496,-37.98001,145.0828,-37.98415,145.06571,-38.01399,145.09669
10432,435109343,2/47 Albenca Street,Mentone,3194,300,Apartment,1,1,1,0,N,-37.97742932,145.07438097,-37.98357,145.07016,-37.98415,145.06571,-37.94336,145.0568
10433,435008183,13/5 Phillip Street,Mentone,3194,410,Apartment,2,1,1,0,N,-37.97589071,145.06191761,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10434,435108967,37 Beach Road,Mentone,3194,900,House,3,2,2,0,N,-37.98568985,145.05240358,-37.98938,145.06346,-37.98018,145.0535,-37.94336,145.0568
10435,435007247,2/5 Phillip Street,Mentone,3194,450,Townhouse,2,1,1,0,N,-37.97589071,145.06191761,-37.98295,145.06797,-37.98415,145.06571,-37.94336,145.0568
10436,435100107,109/135 Lower Dandenong Road,Mentone,3194,365,Apartment,1,1,1,0,N,-37.98362345,145.08603065,-37.98711,145.08824,-37.9903,145.0935,-38.01399,145.09669
10437,434788779,5/59-61 Patty Street,Mentone,3194,425,Unit,2,1,1,0,N,-37.97732388,145.05994676,-37.98295,145.06797,-37.98018,145.0535,-37.94336,145.0568
10438,435095111,1/39 Milan Street,Mentone,3194,385,Unit,2,1,1,0,N,-37.98470548,145.05989756,-37.98938,145.06346,-37.98415,145.06571,-37.94336,145.0568
10439,435084499,202/15 Balcombe Road,Mentone,3194,356,Apartment,2,2,1,0,N,-37.98208966,145.07018953,-37.98357,145.07016,-37.98415,145.06571,-37.94336,145.0568
10440,435046215,6/134-136 Lower Dandenong Road,Parkdale,3195,380,Unit,2,1,1,0,N,-37.98420289,145.08808053,-37.98711,145.08824,-37.9903,145.0935,-38.01399,145.09669
10441,435044579,58 Elliot Street,Mordialloc,3195,760,Townhouse,3,2,2,0,N,-37.99715436,145.09599404,-37.99047,145.09249,-37.9903,145.0935,-38.01399,145.09669
10442,405077825,4/25 Nepean Highway,Aspendale,3195,575,Townhouse,2,2,2,0,N,-38.013153,145.090497,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10443,434937723,5 Alexandra St,Aspendale,3195,890,House,4,2,2,0,N,-38.034475,145.105081,-38.03749,145.11297,-38.01224,145.09268,-38.01399,145.09669
10444,434934459,4/14 Melrose St,Mordialloc,3195,360,Unit,2,1,1,0,N,-37.999413,145.085804,-38.00558,145.08881,-37.9903,145.0935,-38.01399,145.09669
10445,434933567,19 Reys Close,Mordialloc,3195,1100,House,5,3,2,0,N,-38.003441,145.103197,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10446,435037827,10/50 Nepean Highway,Aspendale,3195,400,Apartment,1,1,1,0,Y,-38.01633855,145.09362247,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10447,435135327,26 Herbert St,Parkdale,3195,620,House,3,1,2,0,N,-37.998446,145.077323,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10448,435133287,3 Crown Avenue,Mordialloc,3195,580,House,3,1,1,0,N,-38.006902,145.093536,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10449,435131731,5/163 Parkers Road,Parkdale,3195,325,Unit,1,1,1,0,N,-37.991915,145.079133,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10450,435130923,12 Lorna Court,Aspendale Gardens,3195,700,House,4,2,2,0,N,-38.025325,145.117233,-38.02251,145.1168,-38.01224,145.09268,-38.01399,145.09669
10451,435029995,2/82 Chute Street,Mordialloc,3195,460,Villa,2,1,2,0,N,-38.00266719,145.0936273,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10453,435128259,3/219 Como Parade East,Parkdale,3195,300,Unit,1,1,1,0,N,-37.995547,145.079688,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10454,435121627,108/90 White Street,Mordialloc,3195,475,Apartment,2,1,1,0,N,-38.00007828,145.09705389,-38.00804,145.09178,-37.9903,145.0935,-38.01399,145.09669
10455,435121103,75 Rennison Street,Parkdale,3195,1600,House,4,2,2,0,N,-37.997081,145.079852,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10456,434924839,510 Main Street,Mordialloc,3195,1300,House,8,4,4,0,N,-38.003741,145.084257,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10457,434923555,4/114 Warren Road,Mordialloc,3195,435,Unit,2,1,2,0,N,-37.99097138,145.09349705,-37.99047,145.09249,-37.9903,145.0935,-38.01399,145.09669
10458,434918203,48 Parkers Road,Parkdale,3195,740,House,3,2,2,0,N,-37.99564,145.07661,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10459,435018723,53a Herbert St,Parkdale,3195,550,House,3,1,2,0,N,-37.99603223,145.07739785,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10460,435018483,2/208 Beach Rd,Mordialloc,3195,715,Townhouse,3,3,1,0,N,-38.007643,145.084804,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10461,434912343,5/11 Hall Mark Road,Mordialloc,3195,430,Apartment,2,1,1,0,N,-38.00217567,145.09818401,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10462,434804679,14 Marriott Street,Parkdale,3195,650,House,4,2,1,0,N,-37.98865624,145.08231136,-37.99279,145.0831,-37.9903,145.0935,-38.01399,145.09669
10463,435007795,3/11 McDonald Street,Mordialloc,3195,375,Apartment,1,1,1,0,N,-38.00469346,145.08771815,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10464,428620190,1/4 Woods Avenue,Mordialloc,3195,250,Unit,1,1,1,0,N,-38.003185,145.094418,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10465,432178014,2/109 Nepean Highway,Aspendale,3195,1100,Townhouse,3,3,2,0,N,-38.023987,145.099632,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10466,434898631,1/55 Warren Road,Parkdale,3195,680,Townhouse,3,2,2,0,N,-37.99611185,145.09189779,-37.99047,145.09249,-37.9903,145.0935,-38.01399,145.09669
10467,435001335,7/45 Parkers Road,Parkdale,3195,300,Apartment,1,1,1,0,N,-37.99563475,145.07618823,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10468,427795658,5 Branagan Drive,Aspendale Gardens,3195,680,House,4,3,2,0,N,-38.024967,145.12189,-38.02251,145.1168,-38.01224,145.09268,-38.01399,145.09669
10469,434893731,101 Station Street,Aspendale,3195,700,Townhouse,3,3,3,0,N,-38.023812,145.100514,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10470,435098063,4/40a Antibes Street,Parkdale,3195,350,Unit,2,1,1,0,N,-37.99273726,145.07209789,-37.98769,145.06812,-38.1502,144.33186,-38.01399,145.09669
10471,434995059,8/13 Barkly Street,Mordialloc,3195,480,Unit,2,1,2,0,Y,-37.9997178,145.0872494,-38.00558,145.08881,-37.9903,145.0935,-38.01399,145.09669
10472,434994795,41 Davey Street,Parkdale,3195,600,House,3,1,1,0,N,-37.99566188,145.08791451,-37.99279,145.0831,-37.9903,145.0935,-38.01399,145.09669
10473,435096055,3/1 Peter Avenue,Parkdale,3195,410,Unit,2,1,1,0,N,-37.99653181,145.08144053,-37.99279,145.0831,-37.9903,145.0935,-38.01399,145.09669
10474,434994563,64 Eulinga Avenue,Aspendale,3195,1000,Townhouse,3,2,1,1,N,-38.013996,145.100335,-38.01813,145.10226,-38.01224,145.09268,-38.01399,145.09669
10475,435095915,6/11 Bay Street,Parkdale,3195,850,House,3,2,2,0,N,-38.00311003,145.08121595,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10476,434993631,1/178 Nepean Highway,Aspendale,3195,800,Townhouse,5,2,2,0,N,-38.029701,145.103028,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10477,434992391,G03/55-57 Barkly Street,Mordialloc,3195,440,Apartment,1,1,1,0,N,-38.00295996,145.08805888,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10478,435093879,18C Park Street,Mordialloc,3195,650,Townhouse,3,2,2,0,N,-38.00898527,145.08980736,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10479,435084607,1/98-100 Chute Street,Mordialloc,3195,580,Townhouse,3,2,2,0,N,-38.00060868,145.09403255,-38.00558,145.08881,-37.9903,145.0935,-38.01399,145.09669
10480,435083027,3/26 Olive Grove,Parkdale,3195,420,Unit,2,1,1,0,N,-37.98421971,145.07954955,-37.98001,145.0828,-37.87791,145.01132,-38.01399,145.09669
10481,435082195,2/215 Como Parade East,Parkdale,3195,400,Unit,2,1,1,0,N,-37.995089,145.07947241,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10482,435080691,1/122 Beach Road,Parkdale,3195,520,Apartment,2,1,1,0,N,-37.99576073,145.07127853,-37.98769,145.06812,-38.1502,144.33186,-38.01399,145.09669
10483,435077519,3/3 Lincoln Parade,Aspendale,3195,575,Townhouse,2,1,1,0,N,-38.02699407,145.10319232,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10484,434568191,7/4 Gipps Avenue,Mordialloc,3195,525,Unit,2,2,2,0,N,-38.008522,145.09321155,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10485,433250094,9 Inlet  Street,Aspendale,3195,750,House,4,3,2,0,N,-38.01929,145.099526,-38.02027,145.09976,-38.01224,145.09268,-38.01399,145.09669
10486,435072067,1/11 Bay Street,Parkdale,3195,795,Townhouse,3,2,2,0,N,-38.00311003,145.08121595,-38.00558,145.08881,-38.01224,145.09268,-38.01399,145.09669
10487,434969967,A & B/19 Elm Grove,Parkdale,3195,1100,Townhouse,4,3,2,1,N,-37.994906,145.080194,-37.99279,145.0831,-38.1502,144.33186,-38.01399,145.09669
10488,434543723,3/107 Albert Street,Mordialloc,3195,470,House,2,1,1,0,N,-38.007703,145.089657,-38.00804,145.09178,-38.01224,145.09268,-38.01399,145.09669
10489,435067395,4/2a Keefer Street,Mordialloc,3195,450,Unit,2,1,1,0,N,-37.98565409,145.09689794,-37.99047,145.09249,-37.9903,145.0935,-38.01399,145.09669
10490,435039863,4/381 Station Street,Bonbeach,3196,650,Townhouse,3,2,2,0,N,-38.05898984,145.11928077,-38.05544,145.11859,-38.0835,145.13474,-38.01399,145.09669
10491,434934383,5/58 Woodbine Grove,Chelsea,3196,345,Unit,2,1,1,0,N,-38.052965,145.124662,-38.05489,145.12231,-37.71396,144.7396,-38.01399,145.09669
10492,435036971,91A Broadway,Bonbeach,3196,420,House,3,1,1,0,N,-38.05665,145.129563,-38.05489,145.12231,-37.71396,144.7396,-38.01399,145.09669
10493,435034251,1/13 Northcliffe Road,Edithvale,3196,720,Townhouse,3,2,2,1,N,-38.04201707,145.11318051,-38.03749,145.11297,-38.01224,145.09268,-38.01399,145.09669
10494,434928187,3/1 Swan Walk,Chelsea,3196,540,Townhouse,3,2,1,1,N,-38.04969135,145.11601675,-38.05544,145.11859,-37.71396,144.7396,-38.01399,145.09669
10495,435128711,15a Foy Avenue,Chelsea,3196,700,Townhouse,2,1,0,0,N,-38.04706499,145.11147499,-38.03749,145.11297,-37.71396,144.7396,-38.01399,145.09669
10496,435026771,15 Ivan Avenue,Edithvale,3196,530,House,3,2,2,0,N,-38.037686,145.117042,-38.03749,145.11297,-37.71396,144.7396,-38.01399,145.09669
10497,434724323,26 Crown Road,Bonbeach,3196,430,House,2,1,2,0,N,-38.059679,145.128629,-38.06649,145.12564,-37.71396,144.7396,-38.01399,145.09669
10498,435110131,3/25 Argyle Avenue,Chelsea,3196,400,Unit,2,1,1,0,N,-38.05485934,145.12136565,-38.05489,145.12231,-37.71396,144.7396,-38.01399,145.09669
10499,435094015,1/12 Berwen Street,Chelsea,3196,660,House,3,1,1,0,Y,-38.048252,145.112247,-38.05544,145.11859,-37.71396,144.7396,-38.01399,145.09669
10500,435081367,7/2A Newberry Avenue,Bonbeach,3196,440,Unit,2,2,1,0,N,-38.06131153,145.11889716,-38.05544,145.11859,-38.0835,145.13474,-38.01399,145.09669
10501,434967943,8/2a Newberry Avenue,Bonbeach,3196,440,Apartment,2,2,1,0,N,-38.06131153,145.11889716,-38.05544,145.11859,-38.0835,145.13474,-38.01399,145.09669
10502,434751659,13/1A Kelvin Grove,Chelsea,3196,450,Apartment,2,2,1,0,N,-38.04772572,145.11353289,-38.05544,145.11859,-37.71396,144.7396,-38.01399,145.09669
10503,435052679,72 Scotch Parade,Bonbeach,3196,630,Townhouse,3,2,1,0,N,-38.05975291,145.1313545,-38.06649,145.12564,-37.71396,144.7396,-38.01399,145.09669
10504,435044503,6 Troy Street,Bonbeach,3196,600,House,4,2,0,0,N,-38.059376,145.126585,-38.05489,145.12231,-37.71396,144.7396,-38.01399,145.09669
10505,435052123,1/599 Nepean Highway,Bonbeach,3196,400,Apartment,2,1,1,0,N,-38.07081094,145.12085599,-38.06649,145.12564,-38.0835,145.13474,-38.11943,145.14233
10506,435140631,364 Station Street,Chelsea,3196,410,House,3,1,2,0,N,-38.056352,145.118364,-38.05544,145.11859,-37.71396,144.7396,-38.01399,145.09669
10507,435126383,7/334-339 Station Street,Chelsea,3196,395,Apartment,2,1,1,0,N,-38.05276203,145.11684955,-38.05544,145.11859,-37.71396,144.7396,-38.01399,145.09669
10509,434995175,337 Nepean Highway,Chelsea,3196,795,House,3,2,3,0,N,-38.045777,145.112493,-38.03749,145.11297,-37.71396,144.7396,-38.01399,145.09669
10510,434981939,3/422 Station Street,Bonbeach,3196,490,Townhouse,2,2,1,0,N,-38.06445876,145.12038023,-38.06649,145.12564,-38.0835,145.13474,-38.01399,145.09669
10511,433739111,8 Denman Avenue,Edithvale,3196,600,Townhouse,3,1,1,0,N,-38.03659018,145.1071179,-38.03749,145.11297,-38.01224,145.09268,-38.01399,145.09669
10512,433455594,109/195 Station Street,Edithvale,3196,430,Apartment,2,1,1,0,N,-38.03499552,145.10713407,-38.03749,145.11297,-38.01224,145.09268,-38.01399,145.09669
10513,434316795,1/27 Golden Avenue,Chelsea,3196,435,Unit,3,1,2,0,N,-38.05698285,145.12284707,-38.05489,145.12231,-37.71396,144.7396,-38.01399,145.09669
10514,434731315,3 Bridges Avenue,Edithvale,3196,600,House,4,2,2,0,N,-38.038445,145.118891,-38.03749,145.11297,-37.71396,144.7396,-38.01399,145.09669
10515,435044955,4/48 Church Road,Carrum,3197,675,Townhouse,3,2,1,0,N,-38.081348,145.129536,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10516,435044855,1/48 Church Road,Carrum,3197,685,Townhouse,3,3,2,0,N,-38.081348,145.129536,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10517,435139215,8/36 Church Road,Carrum,3197,380,Unit,2,1,1,0,N,-38.0805217,145.1287915,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10518,435130143,9/41-44 Gladesville Boulevard,Patterson Lakes,3197,420,House,2,1,1,0,N,-38.065401,145.144532,-38.06984,145.14479,-37.71396,144.7396,-38.11943,145.14233
10519,432458618,9 Mcleod Road,Carrum,3197,490,House,3,1,1,0,N,-38.075707,145.124435,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10520,435127351,34 The Parkway,Patterson Lakes,3197,815,House,4,2,2,0,N,-38.05600065,145.1411926,-38.0492,145.14876,-37.71396,144.7396,-38.01399,145.09669
10521,435126675,1/22 Myola Street,Carrum,3197,600,Unit,3,2,2,0,N,-38.07460488,145.13386896,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10522,435122491,8A Westley Street,Carrum,3197,550,Unit,3,2,2,0,N,-38.07078,145.130218,-38.06649,145.12564,-38.0835,145.13474,-38.11943,145.14233
10523,435108215,2/11 Graham Road,Carrum,3197,490,Townhouse,2,2,0,0,N,-38.07492071,145.1309519,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10524,435016675,24 Wetland Drive,Patterson Lakes,3197,795,House,4,2,4,0,N,-38.06049835,145.1402874,-38.06984,145.14479,-37.71396,144.7396,-38.11943,145.14233
10525,434992487,6/31-33 Canberra Street,Patterson Lakes,3197,600,Townhouse,3,2,2,0,N,-38.07460929,145.13605579,-38.06984,145.14479,-38.0835,145.13474,-38.11943,145.14233
10526,435090067,14 Swallow Court,Patterson Lakes,3197,980,House,3,2,2,0,N,-38.075428,145.142626,-38.06984,145.14479,-38.0835,145.13474,-38.11943,145.14233
10527,435074803,1/20 Rigby Street,Carrum,3197,550,Townhouse,3,2,2,0,N,-38.07524563,145.13248144,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10528,435113203,1 Wetland Drive,Patterson Lakes,3197,650,House,3,2,2,0,N,-38.06163123,145.14129221,-38.06984,145.14479,-37.71396,144.7396,-38.11943,145.14233
10529,435091599,3 Parkside Boulevard,Carrum,3197,470,House,2,1,1,0,N,-38.07848196,145.13183906,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10530,435070287,8/24 Schooner Bay Drive,Patterson Lakes,3197,650,Townhouse,3,2,2,0,N,-38.07243374,145.14032886,-38.06984,145.14479,-38.0835,145.13474,-38.11943,145.14233
10531,434968771,1/500 Station Street,Carrum,3197,490,Townhouse,3,1,1,0,N,-38.07507357,145.12291997,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10532,435129027,63/5 Thompson Road,Patterson Lakes,3197,420,Apartment,2,1,1,0,N,-38.06896703,145.14192222,-38.06984,145.14479,-38.0835,145.13474,-38.11943,145.14233
10533,434879315,1/16 Wright Street,Carrum,3197,675,Townhouse,3,2,2,0,N,-38.07631,145.12776,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10534,429750274,1/17 Smith Street,Carrum,3197,560,Townhouse,3,2,1,0,N,-38.07611625,145.12882894,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10535,434860171,7/1 Valetta  Street,Carrum,3197,465,Townhouse,2,2,1,0,N,-38.07263648,145.12432996,-38.07812,145.1267,-38.0835,145.13474,-38.11943,145.14233
10536,434623055,2/11 Dahmen Street,Carrum,3197,670,Townhouse,3,3,2,0,N,-38.070981,145.132718,-38.06649,145.12564,-38.0835,145.13474,-38.11943,145.14233
10537,434833395,42 Scarborough Drive,Patterson Lakes,3197,900,Townhouse,3,3,2,0,N,-38.069791,145.139607,-38.06984,145.14479,-38.0835,145.13474,-38.11943,145.14233
10538,435035871,7 Lynne Street,Seaford,3198,500,House,3,2,1,0,N,-38.095441,145.131149,-38.09016,145.13361,-38.0835,145.13474,-38.11943,145.14233
10539,434733159,3/287 Nepean Highway,Seaford,3198,570,Townhouse,3,3,2,1,N,-38.12663,145.124307,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10540,435132071,65 Railway Parade,Seaford,3198,625,House,4,2,1,0,N,-38.097753,145.128639,-38.10444,145.1305,-38.0835,145.13474,-38.11943,145.14233
10541,435131963,52 Hadley Street,Seaford,3198,420,House,3,1,6,0,N,-38.122266,145.140606,-38.12516,145.13174,-38.12612,145.14772,-38.11943,145.14233
10542,435131799,29 Lorna Street,Seaford,3198,565,House,3,2,1,0,N,-38.120411,145.140151,-38.12516,145.13174,-38.12612,145.14772,-38.11943,145.14233
10543,435029259,2/4 Molesworth Street,Seaford,3198,420,Unit,3,2,1,0,N,-38.11256895,145.14642915,-38.10984,145.14693,-38.12612,145.14772,-38.11943,145.14233
10544,435026207,1/23 Raymond Road,Seaford,3198,450,Unit,2,1,1,0,N,-38.1117052,145.13682987,-38.1066,145.14095,-38.12612,145.14772,-38.11943,145.14233
10545,435007931,16 Pimpala Avenue,Seaford,3198,520,House,3,1,2,0,N,-38.113569,145.153122,-38.10984,145.14693,-38.12612,145.14772,-38.11943,145.14233
10546,435108931,2B Fay Street,Seaford,3198,375,Unit,2,1,0,0,N,-38.121046,145.14382,-38.10984,145.14693,-38.12612,145.14772,-38.11943,145.14233
10547,435108607,2/84 Kirkwood Avenue,Seaford,3198,480,Unit,3,2,2,0,N,-38.12333208,145.13046575,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10548,434902139,5 Bainbridge Avenue,Seaford,3198,330,Unit,1,1,1,0,N,-38.12881342,145.13067478,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10549,435106283,93 Kirkwood Avenue,Seaford,3198,550,House,3,1,3,0,N,-38.124666,145.130586,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10550,435102543,141 Fortescue Avenue,Seaford,3198,415,House,3,1,2,0,N,-38.122569,145.128461,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10551,434998971,17 Mcculloch Avenue,Seaford,3198,350,House,2,1,1,0,N,-38.12111323,145.12789276,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10552,432253778,12/200-203 NEPEAN HIGHWAY,Seaford,3198,470,Townhouse,2,2,1,0,N,-38.11342084,145.12584918,-38.10444,145.1305,-38.12612,145.14772,-38.11943,145.14233
10553,435096991,5 Raymond Road,Seaford,3198,550,House,3,2,2,0,N,-38.111252,145.135377,-38.1066,145.14095,-38.12612,145.14772,-38.11943,145.14233
10554,435093695,6/102 Nepean Highway,Seaford,3198,375,Unit,2,1,1,0,N,-38.100488,145.12608,-38.10444,145.1305,-38.0835,145.13474,-38.11943,145.14233
10555,431825070,3 Anthony Court,Seaford,3198,400,House,3,1,1,0,N,-38.10869788,145.13523891,-38.1066,145.14095,-38.12612,145.14772,-38.11943,145.14233
10556,434683079,3/269 Nepean Highway,Seaford,3198,310,Apartment,2,1,1,0,N,-38.122898,145.124814,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10558,435069047,173 Fortescue Ave,Seaford,3198,550,House,3,1,2,0,N,-38.125247,145.128016,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10559,434752419,10/46-47 Nepean Highway,Seaford,3198,375,Apartment,2,2,1,0,N,-38.09141014,145.12565111,-38.09016,145.13361,-38.0835,145.13474,-38.11943,145.14233
10560,435059191,31 Austin Road,Seaford,3198,850,House,4,2,2,0,N,-38.1053244,145.13432735,-38.10444,145.1305,-38.0835,145.13474,-38.11943,145.14233
10561,435146747,12 Maple Street,Seaford,3198,500,House,4,1,1,0,N,-38.102302,145.144944,-38.1066,145.14095,-38.0835,145.13474,-38.11943,145.14233
10562,435110787,4/44 Nepean Highway,Seaford,3198,400,Unit,2,1,1,0,N,-38.09118735,145.12553184,-38.09016,145.13361,-38.0835,145.13474,-38.11943,145.14233
10564,434842727,1/402 Nepean Highway,Frankston,3199,340,Unit,2,1,1,0,N,-38.138441,145.123024,-38.14756,145.12403,-37.7304,144.96456,-38.14825,145.11925
10565,435148131,9 Madeira Court,Frankston,3199,500,House,3,1,2,0,N,-38.143444,145.15553,-38.14746,145.15828,-38.14632,145.15845,-38.14716,145.163
10566,434452107,39 Mountain Avenue,Frankston South,3199,1100,House,5,3,3,0,N,-38.195885,145.126665,-38.17444,145.12094,-38.17412,145.14663,-38.14825,145.11925
10567,435146571,30 Yuille Street,Frankston,3199,675,Townhouse,3,2,2,0,N,-38.15387454,145.12444139,-38.1488,145.1262,-38.16219,145.12895,-38.14825,145.11925
10568,435144823,5/36 Fairway Street,Frankston,3199,295,Unit,2,1,1,0,N,-38.136154,145.133864,-38.12516,145.13174,-37.7304,144.96456,-38.11943,145.14233
10569,434940887,123 Karingal Drive,Frankston,3199,450,House,3,1,1,0,N,-38.144423,145.162204,-38.14746,145.15828,-38.14632,145.15845,-38.14716,145.163
10570,435143551,2/18 Nursery Avenue,Frankston,3199,410,Unit,2,1,1,0,N,-38.14871381,145.14195574,-38.14663,145.14553,-37.7304,144.96456,-38.14716,145.163
10571,435042995,7 Gomi Court,Frankston,3199,410,House,3,1,1,0,N,-38.148075,145.17099,-38.14148,145.16681,-38.14632,145.15845,-38.1433,145.1702
10572,434634503,25 Jasper Terrace,Frankston South,3199,650,House,4,2,2,0,N,-38.156687,145.120011,-38.16049,145.12697,-38.16219,145.12895,-38.14825,145.11925
10573,435141327,6 Daly Street,Frankston,3199,495,House,4,1,3,0,N,-38.145953,145.148894,-38.14582,145.1481,-38.14632,145.15845,-38.14716,145.163
10574,434937007,5 Barkala Court,Frankston,3199,440,House,4,2,2,0,N,-38.136032,145.16384,-38.14148,145.16681,-38.14632,145.15845,-38.1433,145.1702
