Sub,Type,Year,Median_Price
Gladstone Park-Tullamarine,1 bedroom flat,2019,253
Keilor,1 bedroom flat,2019,-
Moonee Ponds-Ascot Vale,1 bedroom flat,2019,355
Oak Park-Glenroy-Fawkner,1 bedroom flat,2019,300
Pascoe Vale-Coburg North,1 bedroom flat,2019,250
Sunbury,1 bedroom flat,2019,-
West Brunswick,1 bedroom flat,2019,305
Group Total,1 bedroom flat,2019,350
Bundoora-Greensborough-Hurstbridge,1 bedroom flat,2019,300
Eltham-Research-Montmorency,1 bedroom flat,2019,310
Fairfield-Alphington,1 bedroom flat,2019,300
Heidelberg-Heidelberg West,1 bedroom flat,2019,340
Ivanhoe-Ivanhoe East,1 bedroom flat,2019,380
Mill Park-Epping,1 bedroom flat,2019,300
Northcote,1 bedroom flat,2019,350
Preston,1 bedroom flat,2019,340
Reservoir,1 bedroom flat,2019,310
Thomastown-Lalor,1 bedroom flat,2019,300
Thornbury,1 bedroom flat,2019,300
Whittlesea,1 bedroom flat,2019,-
Group Total,1 bedroom flat,2019,320
Bayswater,1 bedroom flat,2019,-
Boronia,1 bedroom flat,2019,286
Croydon-Lilydale,1 bedroom flat,2019,280
Ferntree Gully,1 bedroom flat,2019,-
Ringwood,1 bedroom flat,2019,338
Rowville,1 bedroom flat,2019,-
Wantirna-Scoresby,1 bedroom flat,2019,340
Yarra Ranges,1 bedroom flat,2019,257
Group Total,1 bedroom flat,2019,300
Berwick,1 bedroom flat,2019,275
Cranbourne,1 bedroom flat,2019,270
Dandenong,1 bedroom flat,2019,260
Dandenong North-Endeavour Hills,1 bedroom flat,2019,260
Narre Warren-Hampton Park,1 bedroom flat,2019,245
Noble Park,1 bedroom flat,2019,240
Pakenham,1 bedroom flat,2019,235
Springvale,1 bedroom flat,2019,270
Group Total,1 bedroom flat,2019,255
Dromana-Portsea,1 bedroom flat,2019,265
Frankston,1 bedroom flat,2019,250
Hastings-Flinders,1 bedroom flat,2019,275
Mt Eliza-Mornington-Mt Martha,1 bedroom flat,2019,280
Seaford-Carrum Downs,1 bedroom flat,2019,250
Group Total,1 bedroom flat,2019,250
Belmont-Grovedale,1 bedroom flat,2019,250
Corio,1 bedroom flat,2019,210
Geelong-Newcombe,1 bedroom flat,2019,280
Herne Hill-Geelong West,1 bedroom flat,2019,220
Lara,1 bedroom flat,2019,203
Newtown,1 bedroom flat,2019,220
North Geelong,1 bedroom flat,2019,210
Group Total,1 bedroom flat,2019,230
Ballarat,1 bedroom flat,2019,190
Mount Clear-Buninyong,1 bedroom flat,2019,-
Sebastopol-Delacombe,1 bedroom flat,2019,210
Wendouree-Alfredton,1 bedroom flat,2019,175
Group Total,1 bedroom flat,2019,185
Bendigo,1 bedroom flat,2019,203
Flora Hill-Bendigo East,1 bedroom flat,2019,165
Golden Square-Kangaroo Flat,1 bedroom flat,2019,195
North Bendigo,1 bedroom flat,2019,180
Group Total,1 bedroom flat,2019,180
Bairnsdale,1 bedroom flat,2019,175
Benalla,1 bedroom flat,2019,170
Castlemaine,1 bedroom flat,2019,-
Echuca,1 bedroom flat,2019,150
Hamilton,1 bedroom flat,2019,150
Horsham,1 bedroom flat,2019,180
Mildura,1 bedroom flat,2019,200
Moe-Newborough,1 bedroom flat,2019,150
Morwell,1 bedroom flat,2019,160
Ocean Grove-Barwon Heads,1 bedroom flat,2019,225
Portland,1 bedroom flat,2019,165
Sale-Maffra,1 bedroom flat,2019,173
Seymour,1 bedroom flat,2019,-
Shepparton,1 bedroom flat,2019,185
Swan Hill,1 bedroom flat,2019,150
Torquay,1 bedroom flat,2019,-
Traralgon,1 bedroom flat,2019,185
Wanagaratta,1 bedroom flat,2019,195
Warragul,1 bedroom flat,2019,-
Warrnambool,1 bedroom flat,2019,211
Wodonga,1 bedroom flat,2019,175
Group Total,1 bedroom flat,2019,175
Albert Park-Middle Park-West St Kilda,2 bedroom flat,2019,500
Armadale,2 bedroom flat,2019,485
Carlton North,2 bedroom flat,2019,490
Carlton-Parkville,2 bedroom flat,2019,550
CBD-St Kilda Rd,2 bedroom flat,2019,600
Collingwood-Abbotsford,2 bedroom flat,2019,550
Docklands,2 bedroom flat,2019,650
East Melbourne,2 bedroom flat,2019,585
East St Kilda,2 bedroom flat,2019,440
Elwood,2 bedroom flat,2019,465
Fitzroy,2 bedroom flat,2019,603
Fitzroy North-Clifton Hill,2 bedroom flat,2019,520
Flemington-Kensington,2 bedroom flat,2019,425
North Melbourne-West Melbourne,2 bedroom flat,2019,530
Port Melbourne,2 bedroom flat,2019,600
Prahran-Windsor,2 bedroom flat,2019,500
Richmond-Burnley,2 bedroom flat,2019,550
South Melbourne,2 bedroom flat,2019,560
South Yarra,2 bedroom flat,2019,560
Southbank,2 bedroom flat,2019,590
St Kilda,2 bedroom flat,2019,500
Toorak,2 bedroom flat,2019,500
Group Total,2 bedroom flat,2019,560
Balwyn,2 bedroom flat,2019,435
Blackburn,2 bedroom flat,2019,410
Box Hill,2 bedroom flat,2019,450
Bulleen-Templestowe-Doncaster,2 bedroom flat,2019,450
Burwood-Ashburton,2 bedroom flat,2019,450
Camberwell-Glen Iris,2 bedroom flat,2019,450
Canterbury-Surrey Hills-Mont Albert,2 bedroom flat,2019,440
Chadstone-Oakleigh,2 bedroom flat,2019,420
Clayton,2 bedroom flat,2019,395
Doncaster East-Donvale,2 bedroom flat,2019,430
East Hawthorn,2 bedroom flat,2019,460
Glen Waverley-Mulgrave,2 bedroom flat,2019,430
Hawthorn,2 bedroom flat,2019,460
Kew,2 bedroom flat,2019,450
Mount Waverley,2 bedroom flat,2019,420
Nunawading-Mitcham,2 bedroom flat,2019,395
Vermont-Forest Hill-Burwood East,2 bedroom flat,2019,390
Group Total,2 bedroom flat,2019,430
Aspendale-Chelsea-Carrum,2 bedroom flat,2019,380
Bentleigh,2 bedroom flat,2019,450
Brighton,2 bedroom flat,2019,550
Brighton East,2 bedroom flat,2019,460
Carnegie,2 bedroom flat,2019,453
Caulfield,2 bedroom flat,2019,460
Cheltenham,2 bedroom flat,2019,420
Elsternwick,2 bedroom flat,2019,470
Hampton-Beaumaris,2 bedroom flat,2019,490
Malvern,2 bedroom flat,2019,480
Malvern East,2 bedroom flat,2019,480
Mentone-Parkdale-Mordialloc,2 bedroom flat,2019,400
Murrumbeena-Hughesdale,2 bedroom flat,2019,440
Group Total,2 bedroom flat,2019,445
Altona,2 bedroom flat,2019,350
Footscray,2 bedroom flat,2019,388
Keilor East-Avondale Heights,2 bedroom flat,2019,410
Melton,2 bedroom flat,2019,280
Newport-Spotswood,2 bedroom flat,2019,378
St Albans-Deer Park,2 bedroom flat,2019,320
Sunshine,2 bedroom flat,2019,330
Sydenham,2 bedroom flat,2019,360
Werribee-Hoppers Crossing,2 bedroom flat,2019,310
West Footscray,2 bedroom flat,2019,365
Williamstown,2 bedroom flat,2019,405
Yarraville-Seddon,2 bedroom flat,2019,390
Group Total,2 bedroom flat,2019,350
Broadmeadows-Roxburgh Park,2 bedroom flat,2019,350
Brunswick,2 bedroom flat,2019,465
Coburg-Pascoe Vale South,2 bedroom flat,2019,410
Craigieburn,2 bedroom flat,2019,335
East Brunswick,2 bedroom flat,2019,490
Essendon,2 bedroom flat,2019,395
Gladstone Park-Tullamarine,2 bedroom flat,2019,343
Keilor,2 bedroom flat,2019,-
Moonee Ponds-Ascot Vale,2 bedroom flat,2019,440
Oak Park-Glenroy-Fawkner,2 bedroom flat,2019,370
Pascoe Vale-Coburg North,2 bedroom flat,2019,390
Sunbury,2 bedroom flat,2019,330
West Brunswick,2 bedroom flat,2019,400
Group Total,2 bedroom flat,2019,400
Bundoora-Greensborough-Hurstbridge,2 bedroom flat,2019,370
Eltham-Research-Montmorency,2 bedroom flat,2019,380
Fairfield-Alphington,2 bedroom flat,2019,430
Heidelberg-Heidelberg West,2 bedroom flat,2019,400
Ivanhoe-Ivanhoe East,2 bedroom flat,2019,430
Mill Park-Epping,2 bedroom flat,2019,340
Northcote,2 bedroom flat,2019,480
Preston,2 bedroom flat,2019,400
Reservoir,2 bedroom flat,2019,360
Thomastown-Lalor,2 bedroom flat,2019,340
Thornbury,2 bedroom flat,2019,400
Whittlesea,2 bedroom flat,2019,310
Group Total,2 bedroom flat,2019,380
Bayswater,2 bedroom flat,2019,358
Boronia,2 bedroom flat,2019,360
Croydon-Lilydale,2 bedroom flat,2019,360
Ferntree Gully,2 bedroom flat,2019,365
Ringwood,2 bedroom flat,2019,370
Rowville,2 bedroom flat,2019,390
Wantirna-Scoresby,2 bedroom flat,2019,400
Yarra Ranges,2 bedroom flat,2019,320
Group Total,2 bedroom flat,2019,365
Berwick,2 bedroom flat,2019,330
Cranbourne,2 bedroom flat,2019,310
Dandenong,2 bedroom flat,2019,310
Dandenong North-Endeavour Hills,2 bedroom flat,2019,325
Narre Warren-Hampton Park,2 bedroom flat,2019,330
Noble Park,2 bedroom flat,2019,340
Pakenham,2 bedroom flat,2019,300
Springvale,2 bedroom flat,2019,350
Group Total,2 bedroom flat,2019,325
Dromana-Portsea,2 bedroom flat,2019,325
Frankston,2 bedroom flat,2019,320
Hastings-Flinders,2 bedroom flat,2019,325
Mt Eliza-Mornington-Mt Martha,2 bedroom flat,2019,370
Seaford-Carrum Downs,2 bedroom flat,2019,330
Group Total,2 bedroom flat,2019,330
Belmont-Grovedale,2 bedroom flat,2019,320
Corio,2 bedroom flat,2019,280
Geelong-Newcombe,2 bedroom flat,2019,320
Herne Hill-Geelong West,2 bedroom flat,2019,300
Lara,2 bedroom flat,2019,305
Newtown,2 bedroom flat,2019,320
North Geelong,2 bedroom flat,2019,310
Group Total,2 bedroom flat,2019,310
Ballarat,2 bedroom flat,2019,260
Mount Clear-Buninyong,2 bedroom flat,2019,243
Sebastopol-Delacombe,2 bedroom flat,2019,250
Wendouree-Alfredton,2 bedroom flat,2019,250
Group Total,2 bedroom flat,2019,250
Bendigo,2 bedroom flat,2019,263
Flora Hill-Bendigo East,2 bedroom flat,2019,250
Golden Square-Kangaroo Flat,2 bedroom flat,2019,260
North Bendigo,2 bedroom flat,2019,260
Group Total,2 bedroom flat,2019,260
Bairnsdale,2 bedroom flat,2019,250
Benalla,2 bedroom flat,2019,220
Castlemaine,2 bedroom flat,2019,295
Echuca,2 bedroom flat,2019,260
Hamilton,2 bedroom flat,2019,230
Horsham,2 bedroom flat,2019,220
Mildura,2 bedroom flat,2019,225
Moe-Newborough,2 bedroom flat,2019,178
Morwell,2 bedroom flat,2019,190
Ocean Grove-Barwon Heads,2 bedroom flat,2019,345
Portland,2 bedroom flat,2019,210
Sale-Maffra,2 bedroom flat,2019,230
Seymour,2 bedroom flat,2019,220
Shepparton,2 bedroom flat,2019,240
Swan Hill,2 bedroom flat,2019,230
Torquay,2 bedroom flat,2019,370
Traralgon,2 bedroom flat,2019,240
Wanagaratta,2 bedroom flat,2019,230
Warragul,2 bedroom flat,2019,270
Warrnambool,2 bedroom flat,2019,260
Wodonga,2 bedroom flat,2019,240
Group Total,2 bedroom flat,2019,235
Albert Park-Middle Park-West St Kilda,3 bedroom flat,2019,700
Armadale,3 bedroom flat,2019,750
Carlton North,3 bedroom flat,2019,640
Carlton-Parkville,3 bedroom flat,2019,715
CBD-St Kilda Rd,3 bedroom flat,2019,750
Collingwood-Abbotsford,3 bedroom flat,2019,800
Docklands,3 bedroom flat,2019,1000
East Melbourne,3 bedroom flat,2019,878
East St Kilda,3 bedroom flat,2019,580
Elwood,3 bedroom flat,2019,628
Fitzroy,3 bedroom flat,2019,845
Fitzroy North-Clifton Hill,3 bedroom flat,2019,700
Flemington-Kensington,3 bedroom flat,2019,590
North Melbourne-West Melbourne,3 bedroom flat,2019,705
Port Melbourne,3 bedroom flat,2019,900
Prahran-Windsor,3 bedroom flat,2019,633
Richmond-Burnley,3 bedroom flat,2019,800
South Melbourne,3 bedroom flat,2019,765
South Yarra,3 bedroom flat,2019,795
Southbank,3 bedroom flat,2019,795
St Kilda,3 bedroom flat,2019,710
Toorak,3 bedroom flat,2019,695
Group Total,3 bedroom flat,2019,750
Balwyn,3 bedroom flat,2019,600
Blackburn,3 bedroom flat,2019,480
Box Hill,3 bedroom flat,2019,530
Bulleen-Templestowe-Doncaster,3 bedroom flat,2019,530
Burwood-Ashburton,3 bedroom flat,2019,550
Camberwell-Glen Iris,3 bedroom flat,2019,640
Canterbury-Surrey Hills-Mont Albert,3 bedroom flat,2019,623
Chadstone-Oakleigh,3 bedroom flat,2019,510
Clayton,3 bedroom flat,2019,480
Doncaster East-Donvale,3 bedroom flat,2019,500
East Hawthorn,3 bedroom flat,2019,610
Glen Waverley-Mulgrave,3 bedroom flat,2019,500
Hawthorn,3 bedroom flat,2019,650
Kew,3 bedroom flat,2019,580
Mount Waverley,3 bedroom flat,2019,520
Nunawading-Mitcham,3 bedroom flat,2019,465
Vermont-Forest Hill-Burwood East,3 bedroom flat,2019,455
Group Total,3 bedroom flat,2019,520
Aspendale-Chelsea-Carrum,3 bedroom flat,2019,475
Bentleigh,3 bedroom flat,2019,600
Brighton,3 bedroom flat,2019,750
Brighton East,3 bedroom flat,2019,685
Carnegie,3 bedroom flat,2019,580
Caulfield,3 bedroom flat,2019,605
Cheltenham,3 bedroom flat,2019,520
Elsternwick,3 bedroom flat,2019,608
Hampton-Beaumaris,3 bedroom flat,2019,680
Malvern,3 bedroom flat,2019,700
Malvern East,3 bedroom flat,2019,595
Mentone-Parkdale-Mordialloc,3 bedroom flat,2019,550
Murrumbeena-Hughesdale,3 bedroom flat,2019,550
Group Total,3 bedroom flat,2019,580
Altona,3 bedroom flat,2019,420
Footscray,3 bedroom flat,2019,530
Keilor East-Avondale Heights,3 bedroom flat,2019,455
Melton,3 bedroom flat,2019,310
Newport-Spotswood,3 bedroom flat,2019,550
St Albans-Deer Park,3 bedroom flat,2019,360
Sunshine,3 bedroom flat,2019,383
Sydenham,3 bedroom flat,2019,370
Werribee-Hoppers Crossing,3 bedroom flat,2019,340
West Footscray,3 bedroom flat,2019,455
Williamstown,3 bedroom flat,2019,595
Yarraville-Seddon,3 bedroom flat,2019,495
Group Total,3 bedroom flat,2019,370
Broadmeadows-Roxburgh Park,3 bedroom flat,2019,360
Brunswick,3 bedroom flat,2019,620
Coburg-Pascoe Vale South,3 bedroom flat,2019,540
Craigieburn,3 bedroom flat,2019,360
East Brunswick,3 bedroom flat,2019,695
Essendon,3 bedroom flat,2019,495
Gladstone Park-Tullamarine,3 bedroom flat,2019,400
Keilor,3 bedroom flat,2019,-
Moonee Ponds-Ascot Vale,3 bedroom flat,2019,575
Oak Park-Glenroy-Fawkner,3 bedroom flat,2019,443
Pascoe Vale-Coburg North,3 bedroom flat,2019,485
Sunbury,3 bedroom flat,2019,358
West Brunswick,3 bedroom flat,2019,580
Group Total,3 bedroom flat,2019,450
Bundoora-Greensborough-Hurstbridge,3 bedroom flat,2019,430
Eltham-Research-Montmorency,3 bedroom flat,2019,450
Fairfield-Alphington,3 bedroom flat,2019,588
Heidelberg-Heidelberg West,3 bedroom flat,2019,480
Ivanhoe-Ivanhoe East,3 bedroom flat,2019,565
Mill Park-Epping,3 bedroom flat,2019,360
Northcote,3 bedroom flat,2019,650
Preston,3 bedroom flat,2019,500
Reservoir,3 bedroom flat,2019,420
Thomastown-Lalor,3 bedroom flat,2019,380
Thornbury,3 bedroom flat,2019,630
Whittlesea,3 bedroom flat,2019,370
Group Total,3 bedroom flat,2019,440
Bayswater,3 bedroom flat,2019,410
Boronia,3 bedroom flat,2019,410
Croydon-Lilydale,3 bedroom flat,2019,430
Ferntree Gully,3 bedroom flat,2019,430
Ringwood,3 bedroom flat,2019,440
Rowville,3 bedroom flat,2019,440
Wantirna-Scoresby,3 bedroom flat,2019,440
Yarra Ranges,3 bedroom flat,2019,395
Group Total,3 bedroom flat,2019,425
Berwick,3 bedroom flat,2019,380
Cranbourne,3 bedroom flat,2019,348
Dandenong,3 bedroom flat,2019,400
Dandenong North-Endeavour Hills,3 bedroom flat,2019,365
Narre Warren-Hampton Park,3 bedroom flat,2019,368
Noble Park,3 bedroom flat,2019,390
Pakenham,3 bedroom flat,2019,330
Springvale,3 bedroom flat,2019,435
Group Total,3 bedroom flat,2019,380
Dromana-Portsea,3 bedroom flat,2019,398
Frankston,3 bedroom flat,2019,375
Hastings-Flinders,3 bedroom flat,2019,380
Mt Eliza-Mornington-Mt Martha,3 bedroom flat,2019,460
Seaford-Carrum Downs,3 bedroom flat,2019,375
Group Total,3 bedroom flat,2019,390
Belmont-Grovedale,3 bedroom flat,2019,380
Corio,3 bedroom flat,2019,320
Geelong-Newcombe,3 bedroom flat,2019,380
Herne Hill-Geelong West,3 bedroom flat,2019,408
Lara,3 bedroom flat,2019,360
Newtown,3 bedroom flat,2019,485
North Geelong,3 bedroom flat,2019,380
Group Total,3 bedroom flat,2019,380
Ballarat,3 bedroom flat,2019,315
Mount Clear-Buninyong,3 bedroom flat,2019,300
Sebastopol-Delacombe,3 bedroom flat,2019,290
Wendouree-Alfredton,3 bedroom flat,2019,320
Group Total,3 bedroom flat,2019,300
Bendigo,3 bedroom flat,2019,400
Flora Hill-Bendigo East,3 bedroom flat,2019,310
Golden Square-Kangaroo Flat,3 bedroom flat,2019,320
North Bendigo,3 bedroom flat,2019,300
Group Total,3 bedroom flat,2019,313
Bairnsdale,3 bedroom flat,2019,305
Benalla,3 bedroom flat,2019,303
Castlemaine,3 bedroom flat,2019,-
Echuca,3 bedroom flat,2019,320
Hamilton,3 bedroom flat,2019,-
Horsham,3 bedroom flat,2019,310
Mildura,3 bedroom flat,2019,320
Moe-Newborough,3 bedroom flat,2019,-
Morwell,3 bedroom flat,2019,250
Ocean Grove-Barwon Heads,3 bedroom flat,2019,410
Portland,3 bedroom flat,2019,-
Sale-Maffra,3 bedroom flat,2019,315
Seymour,3 bedroom flat,2019,-
Shepparton,3 bedroom flat,2019,320
Swan Hill,3 bedroom flat,2019,300
Torquay,3 bedroom flat,2019,460
Traralgon,3 bedroom flat,2019,293
Wanagaratta,3 bedroom flat,2019,305
Warragul,3 bedroom flat,2019,320
Warrnambool,3 bedroom flat,2019,350
Wodonga,3 bedroom flat,2019,293
Group Total,3 bedroom flat,2019,320
Albert Park-Middle Park-West St Kilda,2 bedroom house,2019,680
Armadale,2 bedroom house,2019,615
Carlton North,2 bedroom house,2019,578
Carlton-Parkville,2 bedroom house,2019,590
CBD-St Kilda Rd,2 bedroom house,2019,520
Collingwood-Abbotsford,2 bedroom house,2019,600
Docklands,2 bedroom house,2019,-
East Melbourne,2 bedroom house,2019,-
East St Kilda,2 bedroom house,2019,595
Elwood,2 bedroom house,2019,615
Fitzroy,2 bedroom house,2019,600
Fitzroy North-Clifton Hill,2 bedroom house,2019,600
Flemington-Kensington,2 bedroom house,2019,510
North Melbourne-West Melbourne,2 bedroom house,2019,570
Port Melbourne,2 bedroom house,2019,600
Prahran-Windsor,2 bedroom house,2019,620
Richmond-Burnley,2 bedroom house,2019,620
South Melbourne,2 bedroom house,2019,600
South Yarra,2 bedroom house,2019,653
Southbank,2 bedroom house,2019,-
St Kilda,2 bedroom house,2019,600
Toorak,2 bedroom house,2019,640
Group Total,2 bedroom house,2019,600
Balwyn,2 bedroom house,2019,435
Blackburn,2 bedroom house,2019,415
Box Hill,2 bedroom house,2019,400
Bulleen-Templestowe-Doncaster,2 bedroom house,2019,418
Burwood-Ashburton,2 bedroom house,2019,419
Camberwell-Glen Iris,2 bedroom house,2019,500
Canterbury-Surrey Hills-Mont Albert,2 bedroom house,2019,480
Chadstone-Oakleigh,2 bedroom house,2019,420
Clayton,2 bedroom house,2019,400
Doncaster East-Donvale,2 bedroom house,2019,400
East Hawthorn,2 bedroom house,2019,550
Glen Waverley-Mulgrave,2 bedroom house,2019,420
Hawthorn,2 bedroom house,2019,538
Kew,2 bedroom house,2019,505
Mount Waverley,2 bedroom house,2019,415
Nunawading-Mitcham,2 bedroom house,2019,390
Vermont-Forest Hill-Burwood East,2 bedroom house,2019,400
Group Total,2 bedroom house,2019,430
Aspendale-Chelsea-Carrum,2 bedroom house,2019,400
