,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_distance,min_sec_distance,min_other_distance
1971,435090419,79 Augustine Terrace,Glenroy,3046,390,House,3,1,1,0,N,-37.698547,144.910003,0.00508059830603173,0.003468365544071971,0.003425853287476078
1973,435087451,47 Evell Street,Glenroy,3046,420,House,3,1,2,0,N,-37.701311,144.947774,0.007933399163531928,0.0019166645736737504,0.0004787766577593245
1974,435087139,5/902 Pascoe Vale Road,Glenroy,3046,380,House,2,2,1,0,N,-37.69820988,144.91536306,0.00164681966256688,0.003905834456409477,0.0030138345012619794
1975,435087035,2/1 Barwon Street,Glenroy,3046,340,Unit,2,1,1,0,N,-37.70826884,144.91748923,0.0026009421347861403,0.002750727574388121,0.004915339580172946
1976,435081635,1/62 Chapman Avenue,Glenroy,3046,370,Townhouse,2,1,2,0,N,-37.70690447,144.9130507,0.0018682018092128928,0.002431225616853826,0.006213428844046636
1977,435080423,24 Walter Street,Hadfield,3046,490,House,3,2,2,1,N,-37.71186645,144.94145196,0.004593552188276779,0.0029857748251341546,0.0029858324980411893
1978,435079867,2/29 Grandview Street,Glenroy,3046,375,Unit,2,1,1,0,N,-37.70889705,144.9123299,0.008349382691675249,0.00978926160301309,0.011330680100166787
1979,432896410,52 Glen Street.,Glenroy,3046,550,House,4,1,3,0,N,-37.699644,144.927711,0.0053362583746920335,0.006303814134446467,0.00714648136089954
1980,419441978,5/6 Grandview Street,Glenroy,3046,380,Townhouse,2,1,1,0,N,-37.707188,144.915153,0.0013278441173520724,0.0021365135150496727,0.00610525429447374
1982,434567491,129 Daley St,Glenroy,3046,370,House,3,1,1,0,N,-37.696784,144.923946,0.002641910293705002,0.005760868858079305,0.005901004151832289
1983,435070931,1/80 Paget Avenue,Glenroy,3046,440,House,2,1,1,0,N,-37.69932278,144.9258996,0.005896586005910061,0.0037200959295761488,0.010041840136416303
1984,434873223,2/92 West Street,Hadfield,3046,550,Townhouse,4,2,2,0,N,-37.709937,144.93803,0.0048638298695645316,0.003393821002943193,0.003481198213259913
1985,434869763,7 Howard Court,Glenroy,3046,480,House,4,1,4,0,N,-37.695068,144.923733,0.002733545610169442,0.002718952372316106,0.00506889863804605
1986,434971639,13 Granville Street,Glenroy,3046,440,House,3,1,1,0,N,-37.701345,144.921425,0.003473552815902456,0.0008419542534494124,0.008287270055037795
1987,434970075,591 Pascoe Vale Road,Oak Park,3046,500,House,4,2,3,0,N,-37.719764,144.920366,0.002604856815429374,0.0011895553913206902,0.007308777218454028
1988,434866111,9 Coupling Way,Glenroy,3046,410,Townhouse,2,2,1,1,N,-37.69781148,144.91331903,0.00508059830603173,0.003468365544071971,0.003425853287476078
1989,434969015,1/21 Morell Street,Glenroy,3046,600,Unit,3,1,2,0,N,-37.70286119,144.9507059,0.0028231730375609288,0.0010218346245810966,0.007536958670467387
1990,434966727,21 Volga Street,Hadfield,3046,420,House,2,1,2,0,N,-37.70737,144.940699,0.005232481739752907,0.005223451153879161,0.008394626016500753
1991,435065359,3/72 Snell Grove,Oak Park,3046,420,Apartment,2,1,1,0,N,-37.71685395,144.92647293,0.007879314384049154,0.002938734279008929,0.0006096467522304669
1992,431903226,115 Justin Avenue,Glenroy,3046,450,House,3,2,3,0,N,-37.69750021,144.9350128,0.006588942252001648,0.004703062831825507,0.0017433817711651593
1993,434637055,30 Plumpton Avenue,Oak Park,3046,610,House,3,2,2,0,N,-37.71269,144.923499,0.0038141221794868985,0.003776920438658945,0.00366338477366374
1994,430368394,87 Leonard Ave,Glenroy,3046,450,Townhouse,3,2,2,0,N,-37.69880358,144.93109717,0.006000766442591788,0.004257871240251039,0.0014104090536130546
1995,433775127,80 Loongana Avenue,Glenroy,3046,440,House,3,1,2,0,N,-37.709741,144.903484,0.0038289370842602794,0.0029138616293864794,0.007777479848611699
1996,432872950,52 Glen St,Glenroy,3046,550,House,4,1,4,0,N,-37.699644,144.927711,0.004168178280988024,0.008213599295201664,0.007345572529233775
1997,434956211,26 Devereaux Street,Oak Park,3046,400,House,3,1,2,0,N,-37.714359,144.910807,0.005875167551766585,0.004078407650206807,0.005852822153564505
1998,432665190,19/850 Pascoe Vale Rd,Glenroy,3046,280,Flat,1,1,1,0,N,-37.70225719,144.91541179,0.003314659033221418,0.0030399659383529534,0.004380665532356494
1999,435057459,39 Snell Grove,Oak Park,3046,470,House,3,2,2,0,N,-37.71725,144.928037,0.002061865417513808,0.007072179932647555,0.005898276782248848
2000,435056871,15/836 Pascoe Vale Road,Glenroy,3046,330,Unit,2,1,0,0,N,-37.70314964,144.91563269,0.003473552815902456,0.0008419542534494124,0.008287270055037795
2001,434954143,1/108 Winifred Street,Oak Park,3046,695,Townhouse,4,2,2,0,N,-37.717464,144.91157,0.005346989353366698,0.0023427153358877664,0.002168605115047083
2002,434953943,37A Melbourne Avenue,Glenroy,3046,550,Townhouse,4,3,2,0,N,-37.70467,144.934705,0.003929286067470349,0.0011116424784965236,0.008733143134082667
2003,434848819,22 Richmond Street,Hadfield,3046,385,House,3,1,3,0,N,-37.704113,144.950317,0.0036125716934151957,0.008068182251309943,0.00658072032836846
2004,434950311,2/18 Wheatsheaf Road,Glenroy,3046,380,Villa,2,1,1,0,N,-37.709538,144.926085,0.0021789697106618586,0.0032265413370958554,0.0058835541129644425
2005,426585942,40 Hartington Street,Glenroy,3046,520,Townhouse,3,2,2,0,N,-37.698565,144.916665,0.008391693631203836,0.0029072258254143916,0.0006748347945725524
2006,426516090,3/3 Shepherd Street,Glenroy,3046,330,Apartment,2,1,1,0,N,-37.70126,144.91121,0.006306360337602331,0.0028824834965205087,0.004923736640774203
2007,427086838,1A Isla Avenue,Glenroy,3046,420,Unit,2,2,2,0,N,-37.70619,144.930943,0.0036663883542472557,0.005044494777891162,0.00566846096961997
2008,434842675,14 Apsley Street,Glenroy,3046,410,House,3,1,2,0,N,-37.707761,144.926543,0.008870047237752086,0.010115701557479982,0.011851282546626696
2009,434946271,225 West Street,Glenroy,3046,420,House,3,2,2,0,N,-37.697442,144.941382,0.007516915417549678,0.007798449114697322,0.00987931476342832
2010,435048723,35D Snell Grove,Oak Park,3046,550,Townhouse,3,3,2,0,N,-37.71727467,144.92838266,0.006628587591750575,0.004002350342140487,0.009609347525279333
2011,435139139,8/6 Lytton Street,Glenroy,3046,425,Townhouse,2,2,1,1,N,-37.70511245,144.91469429,0.006991877229108352,0.0006415057185309846,0.002151416228193611
2012,427895346,2/14 York Street,Glenroy,3046,410,Townhouse,2,2,1,0,N,-37.704826,144.90985,0.0036125716934151957,0.008068182251309943,0.00658072032836846
2013,413086415,124A Daley Street,Glenroy,3046,390,Townhouse,2,2,1,0,N,-37.6965071,144.92437915,0.0023260239307571063,0.007378739657037509,0.005754744749034766
2014,435098327,6/1-3 Electric Street,Glenroy,3046,360,Townhouse,2,1,1,0,N,-37.69561809,144.91630324,0.0032881681830522363,0.00269224255964745,0.004734668943022157
2015,435085679,2/63 Rhodes Parade,Oak Park,3046,395,Villa,2,1,1,0,N,-37.71530173,144.92477175,0.005794221068616892,0.005643343263718808,0.00840277461271606
2017,435072707,39 Middle Street,Hadfield,3046,400,House,2,1,4,0,N,-37.710472,144.948054,0.002733545610169442,0.002718952372316106,0.00506889863804605
2018,435030379,5/35 Rhodes Parade,Oak Park,3046,400,Unit,2,1,1,0,N,-37.71573009,144.92824581,0.003936112930286587,0.0013961679698402112,0.008550113741949838
2019,435026723,11/70-74 Cardinal Road,Glenroy,3046,395,House,2,1,1,0,N,-37.70345925,144.92934992,0.004331072153616901,0.00230631871170876,0.008680206564363408
2020,435019695,45 Rhodes Parade,Oak Park,3046,750,House,4,2,2,1,N,-37.71558158,144.92704583,0.01016003592513378,0.005126481249358983,0.00296121090094831
2021,434997447,9 Exeter Street,Hadfield,3046,430,House,4,1,1,0,N,-37.712156,144.948484,0.004025063002549414,0.0038154907645538247,0.00331527015104051
2022,434977079,2/118 Daley Street,Glenroy,3046,500,Townhouse,2,1,1,0,N,-37.696684,144.925922,0.0032881681830522363,0.00269224255964745,0.004734668943022157
2023,434839491,3/40 Sutherland Street,Hadfield,3046,370,Unit,2,2,1,0,N,-37.70679405,144.94896775,0.005896586005910061,0.0037200959295761488,0.010041840136416303
2024,433563986,2/7 Finchley Avenue,Glenroy,3046,390,Townhouse,2,1,1,0,N,-37.70353759,144.91424683,0.0009482599854492631,0.004085882646381841,0.004202113396864193
2025,434634191,724 Pascoe Vale Rd,Oak Park,3046,550,Townhouse,3,2,2,0,N,-37.71204716,144.91731976,0.003314659033221418,0.0030399659383529534,0.004380665532356494
2026,434213767,3/33 William Street,Glenroy,3046,420,Townhouse,2,2,1,0,N,-37.71004728,144.90912502,0.008345224083253446,0.009631758146878219,0.011269864462359246
2027,434397239,3/699 Pascoe Vale Rd,Glenroy,3046,420,Townhouse,2,1,2,0,N,-37.7106521,144.91670145,0.0023542914008372246,0.003068509084219163,0.004979259784339488
2028,430694862,71B Paget Ave,Glenroy,3046,420,Townhouse,3,1,2,0,N,-37.69990665,144.9251144,0.003228924942092677,0.008151397443488181,0.006393322882645685
2029,429204746,2/38 View Str,Glenroy,3046,430,Townhouse,3,2,1,0,N,-37.69651133,144.93333181,0.006676222903473992,0.004976995746122927,0.0020153054004064135
2030,430593402,1/9 Margaret St,Oak Park,3046,450,Townhouse,3,1,2,0,N,-37.72305724,144.91807227,0.005367508510466276,0.005385854473532816,0.008223077696943288
2031,434182347,38A Hubert Avenue,Glenroy,3046,470,House,3,2,1,0,N,-37.70283715,144.93346133,0.0032881681830522363,0.00269224255964745,0.004734668943022157
2032,434367215,32 Devereaux Street,Oak Park,3046,550,House,6,2,0,0,N,-37.714323,144.910275,0.006157766234606535,0.0042968692090857435,0.009304622775809951
2033,430694854,3/85 Station Road,Glenroy,3046,310,Unit,2,1,1,0,N,-37.70746159,144.91770465,0.0017944896210405226,0.0022026377368876754,0.006454825559246955
2034,428524570,52 Glen Street,Glenroy,3046,550,House,4,1,3,0,N,-37.699644,144.927711,0.0032881681830522363,0.00269224255964745,0.004734668943022157
2035,433775143,6/37 Trevannion Street,Glenroy,3046,250,Apartment,1,1,0,0,N,-37.69707207,144.91878925,0.005232481739752907,0.005223451153879161,0.008394626016500753
2036,430694870,2/14 Salisbury St,Glenroy,3046,240,House,1,1,1,0,N,-37.70124344,144.91949095,0.0034614084909413406,0.0033029740448895285,0.0040521941638124144
2037,430694866,8B Nene Avenue,Glenroy,3046,330,Unit,2,1,1,0,N,-37.699784,144.910161,0.007657337200369462,0.004814188716714117,0.001993276950164493
2038,429381018,4/47 Chapman Ave,Glenroy,3046,300,Unit,2,1,2,0,N,-37.70892,144.913603,0.00904207373098117,0.004894494024567493,0.0025552736754443244
2039,434835499,76 Academy Drive,Broadmeadows,3047,410,House,3,2,1,0,N,-37.674377,144.946639,0.009576043418169729,0.004553492499894187,0.0023405240751711754
2040,435138019,1 Rodney Court,Broadmeadows,3047,500,House,3,2,2,0,N,-37.68198573,144.93093998,0.002733545610169442,0.002718952372316106,0.00506889863804605
2041,413076095,23 Berger Street,Dallas,3047,320,House,3,1,0,0,N,-37.670706,144.939372,0.005896586005910061,0.0037200959295761488,0.010041840136416303
2042,435129935,2/45 Jacana Avenue,Broadmeadows,3047,380,House,2,1,1,0,N,-37.68850894,144.92200271,0.00647137705592783,0.0011075382611939993,0.0025301029623514566
2043,435026499,2/1029 Pascoe Vale Road,Jacana,3047,385,House,2,1,1,0,N,-37.68735199,144.91598059,0.009119348133582979,0.005878131283138884,0.013168565934906853
2044,432743306,13 Landy Street,Broadmeadows,3047,380,House,4,2,3,0,N,-37.689694,144.913348,0.008957335876252989,0.004591651772510117,0.006605475455996524
2045,432839018,1/18 King Street,Dallas,3047,280,Unit,1,1,0,0,N,-37.67187646,144.94152876,0.005543723084085581,0.00677713154903227,0.005265004200672884
2046,435017263,2 Meredith Street,Broadmeadows,3047,500,Townhouse,4,2,1,0,N,-37.69131762,144.92473149,0.011409559318203973,0.007182157491720935,0.010763550614703913
2047,433031642,9/26 Glenlitta Ave,Broadmeadows,3047,310,Unit,2,1,0,0,N,-37.68922684,144.94794548,0.009044512661262891,0.005920788214415767,0.013056313939215603
2048,435002111,36 Corinella Crescent,Dallas,3047,380,House,3,1,2,0,N,-37.669473,144.927246,0.007425381791080354,0.008402867721386589,0.00673321956745098
2049,434883859,188 Dallas Drive,Dallas,3047,350,House,3,1,2,0,N,-37.667203,144.939622,0.009044512661262891,0.005920788214415767,0.013056313939215603
2050,435069843,1/81-83 Lahinch Street,Broadmeadows,3047,420,Townhouse,3,2,1,0,N,-37.68791619,144.92353083,0.008734187475366499,0.006098340024553835,0.01278998542824509
2051,434762827,2/48 Geach Street,Dallas,3047,310,Unit,2,1,1,0,N,-37.673135,144.945966,0.008601079481580594,0.006363362558324329,0.012637333383601344
2052,435064795,2/33 Stanhope Street,Broadmeadows,3047,310,Townhouse,2,1,1,0,N,-37.68587426,144.93180775,0.005779155484475249,0.006764716262608794,0.0051458348898737434
2053,435060559,3/17 Cuthbert Street,Broadmeadows,3047,410,House,3,2,1,0,N,-37.685184,144.934112,0.005562836524951787,0.006879178599456419,0.005425453714061423
2054,435059595,45 Edmund Street,Dallas,3047,495,House,5,2,2,0,N,-37.66795,144.942696,0.012262962674968928,0.008251908492465048,0.010459179937618196
2055,432346446,3/134 Kitchener Street,Broadmeadows,3047,390,House,3,2,1,0,N,-37.682436,144.92313948,0.010795749829274436,0.007050452026405425,0.012296892069805151
2056,435057343,54 Ripplebrook Drive,Broadmeadows,3047,365,House,3,1,3,0,N,-37.677794,144.908522,0.010409361597570057,0.006396234960451803,0.012073885392412758
2057,434954519,4/11-13 Gibson Street,Broadmeadows,3047,320,Unit,2,1,0,0,N,-37.6898389,144.91949045,0.0063328353651349815,0.006812470620975915,0.007895675510174303
2058,434947375,3/8 Dunn Street,Broadmeadows,3047,184,Townhouse,1,1,1,0,Y,-37.69252211,144.91895723,0.012169075700158042,0.008869147929541372,0.00877587912381976
2060,435144571,2/82 Graham Street,Broadmeadows,3047,360,Townhouse,2,1,1,0,N,-37.69149397,144.92619713,0.00590126513179943,0.00647422574178099,0.007785707145523735
2061,435144019,25 Berger Street,Dallas,3047,375,House,3,1,1,0,N,-37.670549,144.939269,0.0053237683489510065,0.006719519017993524,0.005343954493946694
2062,435125079,4/3 Alexander Court,Broadmeadows,3047,380,Villa,3,1,1,0,N,-37.690353,144.92942251,0.007963926558346032,0.008679428081765464,0.007022201024362152
2063,435122123,42 Sunset Boulevard,Jacana,3047,370,House,3,1,0,0,N,-37.690987,144.911089,0.005870659699307293,0.010247081062655643,0.005898332417313817
2064,435139263,9 Cassinia Crescent,Meadow Heights,3048,390,House,2,1,0,0,N,-37.649809,144.913467,0.005543723084085581,0.00677713154903227,0.005265004200672884
2065,432552922,15 Norval Crescent,Coolaroo,3048,380,House,3,1,2,0,N,-37.657425,144.929384,0.005543432679898543,0.006608077865494115,0.005015100963754277
2066,435103735,51 Mitchell Crescent,Meadow Heights,3048,400,House,3,1,2,0,N,-37.64915841,144.92816376,0.010409361597570057,0.006396234960451803,0.012073885392412758
2067,432582806,170 Lightwood Crescent,Meadow Heights,3048,400,House,3,2,1,0,N,-37.641984,144.917426,0.007666133034733641,0.009695836359292368,0.007719919954632977
2068,434867691,4 Keogh Court,Meadow Heights,3048,390,House,3,1,2,0,N,-37.654588,144.920747,0.008726653534362975,0.009035260367534798,0.006913377431385497
2069,435127379,2/5 Amarina Close,Meadow Heights,3048,350,Unit,3,1,1,0,N,-37.6480413,144.92622624,0.004258305061867472,0.010183308008697704,0.013326220844649628
2070,435117903,18/4-16 Melaleuca Drive,Meadow Heights,3048,400,Unit,3,2,1,0,N,-37.64672533,144.91531388,0.00452369601796684,0.009509896112107586,0.012151471864048915
2071,426214546,1/9 Ashleigh Crescent,Meadow Heights,3048,360,House,3,1,1,0,N,-37.651919,144.914458,0.0047541652361591516,0.00971195722256043,0.012155928351731833
2072,412300823,59B Shankland Boulevard,Meadow Heights,3048,500,Townhouse,4,2,1,0,N,-37.64652698,144.92304607,0.005223575116724285,0.010170502298330929,0.00955101654276979
2073,434992983,2/10 Glenmaggie Court,Meadow Heights,3048,280,Unit,1,1,0,0,N,-37.658424,144.923122,0.005357362955225662,0.010310268058299982,0.014451197342559289
2074,431460966,6 Kunzea Court,Meadow Heights,3048,380,House,3,2,2,0,N,-37.64554,144.916194,0.004616116006611328,0.002718823309173801,0.01275624620280322
2075,430553926,62 Taggerty Cres,Meadow Heights,3048,320,House,3,1,3,0,N,-37.656799,144.923485,0.0014506675135655702,0.010174182701080932,0.01857037985167374
2076,431331398,17 Belbrae Court,Meadow Heights,3048,350,House,3,1,2,0,N,-37.657544,144.916708,0.0047092090042604425,0.010677411720350725,0.014713308100011719
2077,435146931,2/1417 Pascoe Vale Road,Meadow Heights,3048,465,Townhouse,4,3,1,0,N,-37.65882989,144.92553665,0.008726653534362975,0.009035260367534798,0.006913377431385497
2078,435124975,3/20 Shankland Blvd,Meadow Heights,3048,360,Townhouse,3,2,1,0,N,-37.6485486,144.91956828,0.0064146521975549506,0.009990005776555625,0.008494892207372682
2079,435082947,24a Goodenia Close,Meadow Heights,3048,300,Unit,1,1,0,0,N,-37.647444,144.91376,0.00740290546802148,0.009141573440518228,0.008219757111272498
2080,435078291,3/139 Rokewood Crescent,Meadow Heights,3048,360,Unit,2,1,1,0,N,-37.65407565,144.91621613,0.007943380066389233,0.00957881813580333,0.007382676024214504
2081,435041159,8 Colignan Court,Meadow Heights,3048,450,House,4,2,2,0,N,-37.65478,144.925547,0.00326996525494043,0.011186782529784903,0.015038678039264043
2082,413063463,2/16 Elgata Close,Meadow Heights,3048,310,House,2,1,2,0,N,-37.649047,144.922159,0.0033576355898912304,0.007006111985576136,0.01239625741723874
2084,434507919,2/19 Tarcoola Avenue,Meadow Heights,3048,370,Unit,3,1,1,0,N,-37.64811854,144.92404631,0.0041725062013133005,0.005399080292046591,0.013746407821679981
2085,432140978,12 Midas Court,Meadow Heights,3048,400,House,4,1,1,0,N,-37.657566,144.914361,0.002139918420169792,0.007087087261004162,0.016721962440015833
2086,433594914,11 Werona Court,Meadow Heights,3048,420,House,4,2,2,0,N,-37.660301,144.922265,0.00806919494305537,0.009018796240592845,0.0066859888594910325
2087,431730786,6/107 Kenny Street,Westmeadows,3049,400,Townhouse,3,2,2,0,N,-37.67573947,144.89174337,0.003853780000411093,0.008891089128543644,0.012311060664757805
2088,435033771,2/28 Fawkner Street,Westmeadows,3049,360,Unit,2,1,1,0,N,-37.67746294,144.88643118,0.006245564334739965,0.009416480715175504,0.00884562528366172
2089,435028227,15 Gwilt Street,Westmeadows,3049,450,Townhouse,3,2,1,0,N,-37.67629711,144.90177397,0.006739175725768861,0.01037681480332252,0.008069738500233712
2090,435023187,20 Kenny Street,Westmeadows,3049,360,House,3,2,1,0,N,-37.675876,144.902325,0.0028782836640203965,0.01042034573565867,0.01767895458026032
2091,435021899,199 Erinbank Crescent,Attwood,3049,390,House,3,1,2,0,N,-37.671151,144.898369,0.002380444951017798,0.00651543679003193,0.014941562132689785
2092,435000563,4/35 Campbell Street,Westmeadows,3049,600,Townhouse,3,2,3,0,N,-37.678309,144.897475,0.008726653534362975,0.009035260367534798,0.006913377431385497
2093,435078283,70 Toora Drive,Westmeadows,3049,390,House,3,1,2,0,N,-37.670957,144.901617,0.004575826647997608,0.009621471899481362,0.010154591016507229
2094,431171882,5 Treestone Walk,Westmeadows,3049,420,Townhouse,3,2,2,0,N,-37.67415604,144.90717212,0.008726653534362975,0.009035260367534798,0.006913377431385497
2095,435067159,16 Linga Street,Westmeadows,3049,380,House,3,1,4,0,N,-37.67456,144.900518,0.009269948877960165,0.007667651491834533,0.005422935976039441
2096,435053595,2/15 Riddell Street,Westmeadows,3049,360,House,3,1,1,0,N,-37.67835161,144.8946861,0.0064146521975549506,0.009990005776555625,0.008494892207372682
2097,434985179,2 Lockhart Avenue,Attwood,3049,600,House,5,2,4,1,N,-37.673147,144.893452,0.008726653534362975,0.009035260367534798,0.006913377431385497
2098,426035114,16 Devenish Court,Westmeadows,3049,340,House,3,1,3,0,N,-37.669345,144.904015,0.003675752531751784,0.008778605622459698,0.012118171853659737
2099,434990355,19 Erinbank Crescent,Westmeadows,3049,400,Townhouse,3,2,2,0,N,-37.67415137,144.90756112,0.008603506552584496,0.009064670153952483,0.00691908411566892
2100,432464934,41/37 Ardlie Street,Attwood,3049,300,Villa,1,1,1,0,Y,-37.67312788,144.88539981,0.0064146521975549506,0.009990005776555625,0.008494892207372682
2101,419213074,71 Melrose Street,North Melbourne,3051,800,House,3,2,2,0,N,-37.793509,144.941803,0.007666133034733641,0.009695836359292368,0.007719919954632977
2102,434840143,109/130 Errol Street,North Melbourne,3051,490,Apartment,1,1,1,1,N,-37.80180659,144.95011539,0.00806919494305537,0.009018796240592845,0.0066859888594910325
2103,435045743,410/9-13 O'Connell Street,North Melbourne,3051,430,Apartment,1,1,0,0,N,-37.80558952,144.95798634,0.00483783033184918,0.01075972687013004,0.014525913545096792
2104,435144323,9/417 Dryburgh Street,North Melbourne,3051,390,Apartment,2,1,1,0,N,-37.79564533,144.94453016,0.0013133609557123525,0.00800152591698023,0.017581626688116456
2105,435143223,103 Leveson Street,North Melbourne,3051,850,House,4,2,2,0,N,-37.801923,144.951057,0.006245564334739965,0.009416480715175504,0.00884562528366172
2106,435143139,144 Curzon Street,North Melbourne,3051,880,House,4,2,2,0,N,-37.799651,144.948973,0.007054332249974924,0.00939453730063479,0.008275923361953283
2107,435042695,701/188 Macaulay Road,North Melbourne,3051,900,Apartment,3,2,2,0,N,-37.79632405,144.9404682,0.0040371621715480635,0.010394571554400147,0.013606416611277124
2108,435137691,202/9-13 O'Connell Street,North Melbourne,3051,430,Apartment,1,1,0,0,N,-37.80558952,144.95798634,0.0028782836640203965,0.01042034573565867,0.01767895458026032
2109,435136879,123/33 Blackwood Street,North Melbourne,3051,350,Apartment,1,1,1,0,N,-37.80044812,144.95542127,0.008478840179676721,0.008957831266117251,0.006757488319779719
2110,434391975,54 Melrose Street,North Melbourne,3051,600,House,3,1,0,0,N,-37.79353495,144.94230551,0.0020636908683248746,0.008579757572333906,0.01753394536321044
2111,434477907,491 Abbotsford Street,North Melbourne,3051,560,House,3,1,0,0,N,-37.794727,144.946656,0.007054332249974924,0.00939453730063479,0.008275923361953283
2112,435135719,4 Gardiner Street,North Melbourne,3051,590,House,3,1,1,0,N,-37.80443746,144.9533982,0.0028752138148406673,0.01122977083832242,0.0157215910734541
2113,435135499,1/449-451 Abbotsford Street,North Melbourne,3051,395,Apartment,1,1,0,0,N,-37.79576947,144.94648004,0.003871588174246523,0.010932692083419467,0.01525423231732347
2114,435133879,9/49 Brougham Street,North Melbourne,3051,280,Apartment,1,1,0,0,N,-37.79375613,144.94368539,0.008478840179676721,0.008957831266117251,0.006757488319779719
2115,434625751,7 Hardwicke Street,North Melbourne,3051,400,House,3,1,0,0,N,-37.79830868,144.94687533,0.005943002008899491,0.008910439342577363,0.009317109555962854
2116,435030775,134 Capel Street,North Melbourne,3051,550,House,3,1,0,0,N,-37.80493932,144.95556229,0.003950454242237927,0.005583026913776937,0.013720162415944991
2117,429813686,410/33 Blackwood Street,North Melbourne,3051,550,Apartment,2,1,0,0,N,-37.80044812,144.95542127,0.003260344504153111,0.008391171377449663,0.011540766009496299
2118,434726847,708/55 Villiers Street,North Melbourne,3051,290,Apartment,1,1,0,0,N,-37.7988135,144.95337227,0.005223575116724285,0.010170502298330929,0.00955101654276979
2119,435124539,304/350 Victoria Street,North Melbourne,3051,495,Apartment,2,2,1,0,N,-37.80551996,144.95474308,0.007943380066389233,0.00957881813580333,0.007382676024214504
2120,434512763,117 Flemington Road,North Melbourne,3051,750,House,5,2,0,0,N,-37.79731883,144.95148889,0.0051736000038841755,0.01021432900391071,0.009599964427018869
2121,435072095,G01/83 Flemington Road,North Melbourne,3051,550,Apartment,2,1,1,0,N,-37.79870933,144.95324086,0.005894801859901473,0.01049247563576875,0.008826799791946388
2122,435118303,455 Dryburgh Street,North Melbourne,3051,650,House,3,1,1,0,N,-37.794423,144.944757,0.003250443046738069,0.008266718817042868,0.01661843434261688
2123,435118059,1/464 Queensberry Street,North Melbourne,3051,370,Apartment,1,1,0,0,N,-37.8031029,144.95204658,0.0045282358524010025,0.008956145930863302,0.010430840672483881
2124,435116951,52 Stawell Street,North Melbourne,3051,610,House,2,1,1,0,N,-37.80267071,144.94327909,0.0051736000038841755,0.01021432900391071,0.009599964427018869
2125,434826551,C23/85-87 Haines Street,North Melbourne,3051,440,Apartment,2,2,0,0,N,-37.79870504,144.9453038,0.00253594730390932,0.006512185449467323,0.016714517430317002
2126,434652439,487 Dryburgh Street,North Melbourne,3051,1050,House,5,1,0,0,N,-37.793453,144.944931,0.003853780000411093,0.008891089128543644,0.012311060664757805
2127,435067835,647 Queensberry Street,North Melbourne,3051,480,House,2,1,0,0,N,-37.802852,144.945931,0.005894801859901473,0.01049247563576875,0.008826799791946388
2128,434754807,159 Errol Street,North Melbourne,3051,500,House,2,1,0,0,N,-37.801187,144.949669,0.005476614107383519,0.009616073069662952,0.009661687641456957
2129,435064895,203/111 Canning St,North Melbourne,3051,580,Apartment,2,2,1,0,Y,-37.79615782,144.94109223,0.0011721819144177518,0.007870512298485642,0.01772733231033252
2130,419533802,1012/33 Blackwood Street,North Melbourne,3051,600,Apartment,2,1,1,0,N,-37.80037,144.955219,0.008159117105500852,0.008506837493504239,0.006520916173427144
2131,431185346,209/55 Villiers Street,North Melbourne,3051,330,Apartment,1,1,0,0,N,-37.7988135,144.95337227,0.003105155237402876,0.006995267875390545,0.01593099631061006
2132,434856439,8/48 Curran Street,North Melbourne,3051,400,Apartment,2,1,1,0,N,-37.79205905,144.94300568,0.010098754804385874,0.0074037381773551895,0.005279756035898502
2133,434855239,19/49 Brougham Street,North Melbourne,3051,330,Apartment,1,1,1,0,N,-37.79375613,144.94368539,0.010073335197450746,0.007381341477003936,0.005240557413089985
2134,435057151,337/23 BLACKWOOD STREET,North Melbourne,3051,580,Apartment,2,2,0,0,Y,-37.80044812,144.95542127,0.010098754804385874,0.0074037381773551895,0.005279756035898502
2135,434953171,10/51 Brougham Street,North Melbourne,3051,440,Apartment,2,1,1,0,N,-37.793725,144.943459,0.007666133034733641,0.009695836359292368,0.007719919954632977
2136,434848839,504/179 Boundary Road,North Melbourne,3051,350,Apartment,1,1,0,0,N,-37.7889138,144.93948263,0.004519559045351825,0.009685593278913416,0.01059256023651242
2137,435054975,136 Capel Street,North Melbourne,3051,640,House,3,1,0,0,N,-37.80485355,144.9555984,0.0029494824949608494,0.010517401893438022,0.017069112419468305
2138,434735679,12 Bedford Street,North Melbourne,3051,730,House,3,1,1,0,N,-37.802494,144.956048,0.005053162385384008,0.010033326511834147,0.014919158404293163
2139,426846894,125/68 Leveson Street,North Melbourne,3051,430,Apartment,1,1,1,0,N,-37.802432,144.951558,0.0029614569650255078,0.010506178913170195,0.018881308041435382
2140,435049071,9/12 Courtney Street,North Melbourne,3051,595,Apartment,2,1,1,0,N,-37.80248251,144.95532272,0.0030229290431669814,0.009429184482233843,0.0177815961038359
2142,435126407,2/26 Canning Street,North Melbourne,3051,300,Flat,1,1,1,0,N,-37.79576844,144.94332296,0.0028782836640203965,0.01042034573565867,0.01767895458026032
2143,435118103,E5/89 O'Shanassy Street,North Melbourne,3051,395,Apartment,2,1,1,0,N,-37.80041661,144.9468283,0.008478840179676721,0.008957831266117251,0.006757488319779719
2144,435092123,FF/25 Errol Street,North Melbourne,3051,325,Apartment,2,1,0,0,N,-37.80440363,144.94911438,0.007296173586221147,0.009684156597254755,0.007958680104119166
